,ARENA RACING / TRIATHLON / COMPRESSION 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SKU,EAN,Article,Style,Style Description,Colorway,Colorway Description,Collection Type,Teamline,Teamline Colorway,Carry Over Style,Carry Over Colorway,Segment,Product Type,Usage Environment,Usage Purpose,Consumer Target,Item,Style Composition,Packaging Sustainability,Product Sustainability,Back,Material Subtype,Product Line,Sizes Overview,Size,FRA size,GER size,ITA size,UK size,USA size,Net weight,Gross weight,Packaging Weight,Packaging Depth,Packaging Height,Packaging Width,Backbone,Fedas,Fedas Colorway,Fedas Size Range,Taric,Potential Made In
,001128_553_34,3468336259726,001128553,001128,POWERSKIN CARBON AIR2 OB,553,BLACK-BLACK-GOLD,Global,N,N,Y,Y,Swimwear,Full body,Pool,Racing,Woman,Short Leg,"65% Polyamide, 34% Elastane, 1% Carbon Fiber",100% Recycled Paper,,Open,Woven,Carbon Air 2," 28, 30, 32, 34, 36, 38, 40",34,34	,32	,38	,28	,28	,110,302,192,6.5,17.5,12.5,Racing - Race gear & wetsuits - Swimsuits & Trisuits - WOMAN - Full body,215695,21222,14.15,6211120000,Slovakia
,001128_553_36,3468336259740,001128553,001128,POWERSKIN CARBON AIR2 OB,553,BLACK-BLACK-GOLD,Global,N,N,Y,Y,Swimwear,Full body,Pool,Racing,Woman,Short Leg,"65% Polyamide, 34% Elastane, 1% Carbon Fiber",100% Recycled Paper,,Open,Woven,Carbon Air 2," 28, 30, 32, 34, 36, 38, 40",36,36	,34	,40	,30	,30	,110,302,192,6.5,17.5,12.5,Racing - Race gear & wetsuits - Swimsuits & Trisuits - WOMAN - Full body,215695,21222,14.15,6211120000,Slovakia
,001128_553_38,3468336259764,001128553,001128,POWERSKIN CARBON AIR2 OB,553,BLACK-BLACK-GOLD,Global,N,N,Y,Y,Swimwear,Full body,Pool,Racing,Woman,Short Leg,"65% Polyamide, 34% Elastane, 1% Carbon Fiber",100% Recycled Paper,,Open,Woven,Carbon Air 2," 28, 30, 32, 34, 36, 38, 40",38,38	,36	,42	,32	,32	,110,302,192,6.5,17.5,12.5,Racing - Race gear & wetsuits - Swimsuits & Trisuits - WOMAN - Full body,215695,21222,14.15,6211120000,Slovakia
,001128_553_40,3468336259665,001128553,001128,POWERSKIN CARBON AIR2 OB,553,BLACK-BLACK-GOLD,Global,N,N,Y,Y,Swimwear,Full body,Pool,Racing,Woman,Short Leg,"65% Polyamide, 34% Elastane, 1% Carbon Fiber",100% Recycled Paper,,Open,Woven,Carbon Air 2," 28, 30, 32, 34, 36, 38, 40",40,40	,38	,44	,34	,34	,110,302,192,6.5,17.5,12.5,Racing - Race gear & wetsuits - Swimsuits & Trisuits - WOMAN - Full body,215695,21222,14.15,6211120000,Slovakia
,001128_853_28,3468336259757,001128853,001128,POWERSKIN CARBON AIR2 OB,853,ELECTRIC BLUE-DARK GREY-FLUO YELLOW,Global,N,N,Y,Y,Swimwear,Full body,Pool,Racing,Woman,Short Leg,"65% Polyamide, 34% Elastane, 1% Carbon Fiber",100% Recycled Paper,,Open,Woven,Carbon Air 2," 28, 30, 32, 34, 36, 38, 40",28,28	,26	,32	,22	,22	,110,302,192,6.5,17.5,12.5,Racing - Race gear & wetsuits - Swimsuits & Trisuits - WOMAN - Full body,215695,21182,14.15,6211120000,Slovakia
,001128_853_30,3468336259658,001128853,001128,POWERSKIN CARBON AIR2 OB,853,ELECTRIC BLUE-DARK GREY-FLUO YELLOW,Global,N,N,Y,Y,Swimwear,Full body,Pool,Racing,Woman,Short Leg,"65% Polyamide, 34% Elastane, 1% Carbon Fiber",100% Recycled Paper,,Open,Woven,Carbon Air 2," 28, 30, 32, 34, 36, 38, 40",30,30	,28	,34	,24	,24	,110,302,192,6.5,17.5,12.5,Racing - Race gear & wetsuits - Swimsuits & Trisuits - WOMAN - Full body,215695,21182,14.15,6211120000,Slovakia
,001128_853_32,3468336259672,001128853,001128,POWERSKIN CARBON AIR2 OB,853,ELECTRIC BLUE-DARK GREY-FLUO YELLOW,Global,N,N,Y,Y,Swimwear,Full body,Pool,Racing,Woman,Short Leg,"65% Polyamide, 34% Elastane, 1% Carbon Fiber",100% Recycled Paper,,Open,Woven,Carbon Air 2," 28, 30, 32, 34, 36, 38, 40",32,32	,30	,36	,26	,26	,110,302,192,6.5,17.5,12.5,Racing - Race gear & wetsuits - Swimsuits & Trisuits - WOMAN - Full body,215695,21182,14.15,6211120000,Slovakia
,001128_853_34,3468336259696,001128853,001128,POWERSKIN CARBON AIR2 OB,853,ELECTRIC BLUE-DARK GREY-FLUO YELLOW,Global,N,N,Y,Y,Swimwear,Full body,Pool,Racing,Woman,Short Leg,"65% Polyamide, 34% Elastane, 1% Carbon Fiber",100% Recycled Paper,,Open,Woven,Carbon Air 2," 28, 30, 32, 34, 36, 38, 40",34,34	,32	,38	,28	,28	,110,302,192,6.5,17.5,12.5,Racing - Race gear & wetsuits - Swimsuits & Trisuits - WOMAN - Full body,215695,21182,14.15,6211120000,Slovakia
,001128_853_36,3468336259719,001128853,001128,POWERSKIN CARBON AIR2 OB,853,ELECTRIC BLUE-DARK GREY-FLUO YELLOW,Global,N,N,Y,Y,Swimwear,Full body,Pool,Racing,Woman,Short Leg,"65% Polyamide, 34% Elastane, 1% Carbon Fiber",100% Recycled Paper,,Open,Woven,Carbon Air 2," 28, 30, 32, 34, 36, 38, 40",36,36	,34	,40	,30	,30	,110,302,192,6.5,17.5,12.5,Racing - Race gear & wetsuits - Swimsuits & Trisuits - WOMAN - Full body,215695,21182,14.15,6211120000,Slovakia
,001128_853_38,3468336259733,001128853,001128,POWERSKIN CARBON AIR2 OB,853,ELECTRIC BLUE-DARK GREY-FLUO YELLOW,Global,N,N,Y,Y,Swimwear,Full body,Pool,Racing,Woman,Short Leg,"65% Polyamide, 34% Elastane, 1% Carbon Fiber",100% Recycled Paper,,Open,Woven,Carbon Air 2," 28, 30, 32, 34, 36, 38, 40",38,38	,36	,42	,32	,32	,110,302,192,6.5,17.5,12.5,Racing - Race gear & wetsuits - Swimsuits & Trisuits - WOMAN - Full body,215695,21182,14.15,6211120000,Slovakia
,001128_853_40,3468336259641,001128853,001128,POWERSKIN CARBON AIR2 OB,853,ELECTRIC BLUE-DARK GREY-FLUO YELLOW,Global,N,N,Y,Y,Swimwear,Full body,Pool,Racing,Woman,Short Leg,"65% Polyamide, 34% Elastane, 1% Carbon Fiber",100% Recycled Paper,,Open,Woven,Carbon Air 2," 28, 30, 32, 34, 36, 38, 40",40,40	,38	,44	,34	,34	,110,302,192,6.5,17.5,12.5,Racing - Race gear & wetsuits - Swimsuits & Trisuits - WOMAN - Full body,215695,21182,14.15,6211120000,Slovakia
,001129_45_28,3468336383087,00112945,001129,POWERSKIN CARBON AIR2 CB,45,RED,Global,N,N,Y,Y,Swimwear,Full body,Pool,Racing,Woman,Short Leg,"65% Polyamide, 34% Elastane, 1% Carbon Fiber",100% Recycled Paper,,Closed,Woven,Carbon Air 2," 28, 30, 32, 34, 36, 38, 40",28,28	,26	,32	,22	,22	,115,307,192,6.5,17.5,12.5,Racing - Race gear & wetsuits - Swimsuits & Trisuits - WOMAN - Full body,215695,21152,14.15,6211120000,Slovakia
,001129_45_30,3468336383094,00112945,001129,POWERSKIN CARBON AIR2 CB,45,RED,Global,N,N,Y,Y,Swimwear,Full body,Pool,Racing,Woman,Short Leg,"65% Polyamide, 34% Elastane, 1% Carbon Fiber",100% Recycled Paper,,Closed,Woven,Carbon Air 2," 28, 30, 32, 34, 36, 38, 40",30,30	,28	,34	,24	,24	,115,307,192,6.5,17.5,12.5,Racing - Race gear & wetsuits - Swimsuits & Trisuits - WOMAN - Full body,215695,21152,14.15,6211120000,Slovakia
,001129_45_32,3468336383100,00112945,001129,POWERSKIN CARBON AIR2 CB,45,RED,Global,N,N,Y,Y,Swimwear,Full body,Pool,Racing,Woman,Short Leg,"65% Polyamide, 34% Elastane, 1% Carbon Fiber",100% Recycled Paper,,Closed,Woven,Carbon Air 2," 28, 30, 32, 34, 36, 38, 40",32,32	,30	,36	,26	,26	,115,307,192,6.5,17.5,12.5,Racing - Race gear & wetsuits - Swimsuits & Trisuits - WOMAN - Full body,215695,21152,14.15,6211120000,Slovakia
,001129_45_34,3468336383117,00112945,001129,POWERSKIN CARBON AIR2 CB,45,RED,Global,N,N,Y,Y,Swimwear,Full body,Pool,Racing,Woman,Short Leg,"65% Polyamide, 34% Elastane, 1% Carbon Fiber",100% Recycled Paper,,Closed,Woven,Carbon Air 2," 28, 30, 32, 34, 36, 38, 40",34,34	,32	,38	,28	,28	,115,307,192,6.5,17.5,12.5,Racing - Race gear & wetsuits - Swimsuits & Trisuits - WOMAN - Full body,215695,21152,14.15,6211120000,Slovakia
,001129_45_36,3468336383124,00112945,001129,POWERSKIN CARBON AIR2 CB,45,RED,Global,N,N,Y,Y,Swimwear,Full body,Pool,Racing,Woman,Short Leg,"65% Polyamide, 34% Elastane, 1% Carbon Fiber",100% Recycled Paper,,Closed,Woven,Carbon Air 2," 28, 30, 32, 34, 36, 38, 40",36,36	,34	,40	,30	,30	,115,307,192,6.5,17.5,12.5,Racing - Race gear & wetsuits - Swimsuits & Trisuits - WOMAN - Full body,215695,21152,14.15,6211120000,Slovakia
,001129_45_38,3468336383131,00112945,001129,POWERSKIN CARBON AIR2 CB,45,RED,Global,N,N,Y,Y,Swimwear,Full body,Pool,Racing,Woman,Short Leg,"65% Polyamide, 34% Elastane, 1% Carbon Fiber",100% Recycled Paper,,Closed,Woven,Carbon Air 2," 28, 30, 32, 34, 36, 38, 40",38,38	,36	,42	,32	,32	,115,307,192,6.5,17.5,12.5,Racing - Race gear & wetsuits - Swimsuits & Trisuits - WOMAN - Full body,215695,21152,14.15,6211120000,Slovakia
,001129_45_40,3468336383148,00112945,001129,POWERSKIN CARBON AIR2 CB,45,RED,Global,N,N,Y,Y,Swimwear,Full body,Pool,Racing,Woman,Short Leg,"65% Polyamide, 34% Elastane, 1% Carbon Fiber",100% Recycled Paper,,Closed,Woven,Carbon Air 2," 28, 30, 32, 34, 36, 38, 40",40,40	,38	,44	,34	,34	,115,307,192,6.5,17.5,12.5,Racing - Race gear & wetsuits - Swimsuits & Trisuits - WOMAN - Full body,215695,21152,14.15,6211120000,Slovakia
,001129_553_28,3468336259993,001129553,001129,POWERSKIN CARBON AIR2 CB,553,BLACK-BLACK-GOLD,Global,N,N,Y,Y,Swimwear,Full body,Pool,Racing,Woman,Short Leg,"65% Polyamide, 34% Elastane, 1% Carbon Fiber",100% Recycled Paper,,Closed,Woven,Carbon Air 2," 28, 30, 32, 34, 36, 38, 40",28,28	,26	,32	,22	,22	,115,307,192,6.5,17.5,12.5,Racing - Race gear & wetsuits - Swimsuits & Trisuits - WOMAN - Full body,215695,21222,14.15,6211120000,Slovakia
,001129_553_30,3468336259900,001129553,001129,POWERSKIN CARBON AIR2 CB,553,BLACK-BLACK-GOLD,Global,N,N,Y,Y,Swimwear,Full body,Pool,Racing,Woman,Short Leg,"65% Polyamide, 34% Elastane, 1% Carbon Fiber",100% Recycled Paper,,Closed,Woven,Carbon Air 2," 28, 30, 32, 34, 36, 38, 40",30,30	,28	,34	,24	,24	,115,307,192,6.5,17.5,12.5,Racing - Race gear & wetsuits - Swimsuits & Trisuits - WOMAN - Full body,215695,21222,14.15,6211120000,Slovakia
