"פריט","שם פריט","מחיר מכירה","סה''כ","ראשי","מכולה וינגייט","רמת גן","ספורט & מור רמלה","WIX"
"3468335506517","TL KNITTED POLY","149.00","1","","","1","",""
"3468335506623","TL JACKET BLACK","429.00","","","","","",""
"3468335506630","TL JACKET BLACK","429.00","","","","","",""
"3468335506647","TL JACKET BLACK","429.00","12","","12","","",""
"3468335506654","TL JACKET BLACK","429.00","","","","","",""
"3468335506661","TL JACKET BLACK","429.00","","","","","",""
"3468335506685","TL TEAM PARKA","499.00","","","","","",""
"3468335506692","TL TEAM PARKA","520.00","","-2","2","","",""
"3468335506708","TL TEAM PARKA","520.00","3","1","2","","",""
"3468335506715","TL TEAM PARKA","520.00","","","","","",""
"3468335506722","TL TEAM PARKA","520.00","","","","","",""
"3468335506739","TL TEAM PARKA","520.00","","","","","",""
"3468335506746","TL TEAM PARKA","499.00","","","","","",""
"3468335506753","TL TEAM PARKA","499.00","","","","","",""
"3468335506760","JR TL BERMUDA R","119.90","1","","","1","",""
"3468335506777","JR TL BERMUDA R","119.90","1","","","1","",""
"3468335506784","JR TL BERMUDA R","119.90","1","","","1","",""
"3468335506791","JR TL BERMUDA R","119.90","1","","","1","",""
"3468335506807","JR TL BERMUDA R","119.90","1","","","1","",""
"3468335506814","JR TL BERMUDA B","119.90","1","","","1","",""
"3468335506821","JR TL BERMUDA B","119.90","1","","","1","",""
"3468335506838","JR TL BERMUDA B","119.90","1","","","1","",""
"3468335506845","JR TL BERMUDA B","119.90","1","","","1","",""
"3468335506852","JR TL BERMUDA B","119.90","2","1","","1","",""
"3468335506869","JR TL BERMUDA N","","1","1","","","",""
"3468335506876","JR TL BERMUDA N","119.90","","","","","",""
"3468335506883","JR TL BERMUDA N","119.90","","","","","",""
"3468335506890","JR TL BERMUDA N","119.90","","","","","",""
"3468335506906","JR TL BERMUDA N","119.90","","","","","",""
"3468335506913","JR TL BERMUDA -","119.90","2","2","","","",""
"3468335506920","JR TL BERMUDA -","119.90","1","1","","","",""
"3468335506937","JR TL BERMUDA -","119.90","1","1","","","",""
"3468335506944","JR TL BERMUDA -","119.90","","","","","",""
"3468335506951","JR TL BERMUDA -","119.90","1","1","","","",""
"3468335507118","JR TL HOODIE WH","149.90","2","2","","","",""
"3468335507125","JR TL HOODIE WH","149.90","1","","","1","",""
"3468335507132","JR TL HOODIE WH","149.90","1","","","1","",""
"3468335507149","JR TL HOODIE WH","149.90","1","","","1","",""
"3468335507156","JR TL HOODIE WH","149.90","1","","","1","",""
"3468335507163","JR TL HOODIE RE","179.90","","","","","",""
"3468335507170","JR TL HOODIE RE","179.90","","","","","",""
"3468335507187","JR TL HOODIE RE","179.90","1","","","1","",""
"3468335507194","JR TL HOODIE RE","179.90","","","","","",""
"3468335507200","JR TL HOODIE RE","179.90","1","","","1","",""
"3468335507217","JR TL HOODIE","149.90","1","","","1","",""
"3468335507224","JR TL HOODIE","149.90","","","","","",""
"3468335507231","JR TL HOODIE","149.90","1","","","1","",""
"3468335507248","JR TL HOODIE","149.90","1","","","1","",""
"3468335507255","JR TL HOODIE","149.90","1","","","1","",""
"3468335507262","JR TL HOODIE ME","","1","","","1","",""
"3468335507279","JR TL HOODIE ME","","1","1","","","",""
"3468335507286","JR TL HOODIE ME","179.90","1","","","1","",""
"3468335507293","JR TL HOODIE ME","","1","1","","","",""
"3468335507309","JR TL HOODIE ME","179.90","1","","","1","",""
"3468335507316","JR TL HOODIE NA","149.90","1","","","1","",""
"3468335507323","JR TL HOODIE NA","149.90","1","","","1","",""
"3468335507347","JR TL HOODIE NA","149.90","1","","","1","",""
"3468335507354","JR TL HOODIE NA","149.90","1","","","1","",""
"3468335507385","JR TL S/S TEE","89.90","","","","","",""
"3468335507392","JR TL S/S TEE","89.90","","","","","",""
"3468335507408","JR TL S/S TEE","89.90","","","","","",""
"3468335507439","JR TL S/S TEE-R","89.90","","","","","",""
"3468335507446","JR TL S/S TEE-R","89.90","","","","","",""
"3468335507453","JR TL S/S TEE-R","89.90","","","","","",""
"3468335507484","JR TL S/S TEE-B","89.90","","","","","",""
"3468335507491","JR TL S/S TEE-B","89.90","","","","","",""
"3468335507538","JR TL S/S TEE-N","89.90","5","5","","","",""
"3468335507545","JR TL S/S TEE-N","89.90","8","8","","","",""
"3468335507552","JR TL S/S TEE-N","89.90","","","","","",""
"3468335507583","JR TL S/S TEE-R","89.90","","","","","",""
"3468335507590","JR TL S/S TEE-R","89.90","","","","","",""
"3468335507606","JR TL S/S TEE-R","89.90","","","","","",""
"3468335510682","COBRA CORE-SMOK","199.90","","","","","",""
"3468335510699","משקפת COBRA CORE","129.00","","","","","",""
"3468335510705","משקפת COBRA CORE","129.00","","","","","",""
"3468335510712","משקפת קוברה קור מראה","219.90","","","","","",""
"3468335510729","COBRA CORE MIRR","219.90","","","","","",""
"3468335510750","FLEX PADDLE BLA","99.90","","","","","",""
"3468335510767","FLEX PADDLE ACI","99.90","","","","","",""
"3468335511764","W JEWEL ONE PIE","279.90","","","","","",""
"3468335511771","W JEWEL ONE PIE","279.90","","","","","",""
"3468335511788","W JEWEL ONE PIE","279.90","","","","","",""
"3468335511795","W JEWEL ONE PIE","279.90","","","","","",""
"3468335511801","W JEWEL ONE PIE","279.90","","","","","",""
"3468335511818","W JEWEL ONE PIE","279.90","","","","","",""
"3468335513515","W SOLID SWIM TE","199.90","","","","","",""
"3468335513522","W SOLID SWIM TE","199.90","","","","","",""
"3468335513539","W SOLID SWIM TE","199.90","","","","","",""
"3468335513546","W SOLID SWIM TE","199.90","","","","","",""
"3468335513553","W SOLID SWIM TE","199.90","","","","","",""
"3468335513560","W SOLID SWIM TE","199.90","","","","","",""
"3468335513607","W SOLID SWIM TE","199.90","","","","","",""
"3468335513614","W SOLID SWIM TE","199.90","","","","","",""
"3468335513621","W SOLID SWIM TE","199.90","","","","","",""
"3468335513638","W SOLID SWIM TE","199.90","","","","","",""
"3468335513690","W SOLID SWIM TE","189.00","","","","","",""
"3468335513706","W SOLID SWIM TE","189.00","","","","","",""
"3468335513713","W SOLID SWIM TE","189.00","","","","","",""
"3468335513720","W SOLID SWIM TE","189.00","","","","","",""
"3468335513737","W SOLID SWIM TE","189.00","","","","","",""
"3468335513744","W SOLID SWIM TE","189.00","","","","","",""
"3468335513751","W SOLID SWIM TE","189.00","","","","","",""
"3468335513782","W SOLID SWIM TE","189.00","","","","","",""
"3468335513799","W SOLID SWIM TE","189.00","","","","","",""
"3468335513805","W SOLID SWIM TE","189.00","","","","","",""
"3468335514079","W SOLID SWIM PR","199.90","","","","","",""
"3468335514086","W SOLID SWIM PR","199.90","","","","","",""
"3468335514093","40W SOLID SWIM PRO R","199.90","2","2","","","",""
"3468335514109","W SOLID SWIM PR","199.90","11","-1","","12","",""
"3468335514116","W SOLID SWIM PR","199.90","4","4","","","",""
"3468335514123","W SOLID SWIM PR","199.90","7","2","","5","",""
"3468335514147","W SOLID SWIM PR","199.90","","","","","",""
"3468335514154","W SOLID SWIM PR","199.90","","","","","",""
"3468335514161","W SOLID SWIM PR","199.90","","","","","",""
"3468335514178","W SOLID SWIM PR","199.90","","","","","",""
"3468335514185","W SOLID SWIM PR","199.90","","","","","",""
"3468335514192","W SOLID SWIM PR","199.90","","","","","",""
"3468335514208","W SOLID SWIM PR","199.90","-2","-2","","","",""
"3468335514239","W SOLID SWIM PR","199.90","","","","","",""
"3468335514246","W SOLID SWIM PR","199.90","2","2","","","",""
"3468335514253","W SOLID SWIM PR","199.90","","","","","",""
"3468335514260","W SOLID SWIM PR","199.90","","","","","",""
"3468335514277","W SOLID SWIM PR","199.90","-1","-1","","","",""
"3468335514284","W SOLID SWIM PR","199.90","","","","","",""
"3468335514321","W SOLID SWIM PR","199.90","","","","","",""
"3468335514338","W SOLID SWIM PR","199.90","","","","","",""
"3468335514345","W SOLID SWIM PR","199.90","-1","","","-1","",""
"3468335514352","W SOLID SWIM PR","199.90","-1","-1","","","",""
"3468335514369","W SOLID SWIM PR","199.90","","","","","",""
"3468335514376","W SOLID SWIM PR","199.90","8","3","","5","",""
"3468335514598","W SOLID LIGHT T","189.90","","","","","",""
"3468335514604","W SOLID LIGHT T","189.90","","","","","",""
"3468335514611","W SOLID LIGHT T","189.90","","","","","",""
"3468335514628","W SOLID LIGHT T","189.90","","","","","",""
"3468335514635","W SOLID LIGHT T","189.90","4","4","","","",""
"3468335514642","42W SOLID LIGHT TECH","189.90","10","10","","","",""
"3468335514659","W SOLID LIGHT T","189.90","5","5","","","",""
"3468335514680","W SOLID LIGHT T","189.90","","","","","",""
"3468335514697","W SOLID LIGHT T","189.90","","","","","",""
"3468335514703","W SOLID LIGHT T","189.90","","","","","",""
"3468335514710","W SOLID LIGHT T","189.90","","","","","",""
"3468335514727","W SOLID LIGHT T","189.90","10","10","","","",""
"3468335514734","W SOLID LIGHT T","189.90","15","15","","","",""
"3468335514741","W SOLID LIGHT T","189.90","2","2","","","",""
"3468335514772","W SOLID LIGHT T","189.90","","","","","",""
"3468335514789","W SOLID LIGHT T","189.90","","","","","",""
"3468335514796","W SOLID LIGHT T","189.90","1","1","","","",""
"3468335514802","W SOLID LIGHT T","189.90","2","2","","","",""
"3468335514819","40W SOLID LIGHT TECH","189.90","8","3","","5","",""
"3468335514826","W SOLID LIGHT T","189.90","9","9","","","",""
"3468335514833","W SOLID LIGHT T","189.90","4","4","","","",""
"3468335514864","W SOLID LIGHT T","189.90","","","","","",""
"3468335514871","W SOLID LIGHT T","189.90","","","","","",""
"3468335514888","W SOLID LIGHT T","189.90","9","9","","","",""
"3468335514895","W SOLID LIGHT T","189.90","1","1","","","",""
"3468335514901","W SOLID LIGHT T","189.90","1","1","","","",""
"3468335514918","W SOLID LIGHT T","189.90","6","6","","","",""
"3468335514925","W SOLID LIGHT T","189.90","6","6","","","",""
"3468335515274","W SOLID BOTTOM","99.00","21","19","","2","",""
"3468335515557","36W SOLID TIE BACK T","129.90","","","","","",""
"3468335515694","W SOLID WATERPO","279.90","3","3","","","",""
"3468335515700","W SOLID WATERPO","279.90","1","1","","","",""
"3468335515724","W SOLID WATERPO","279.90","3","3","","","",""
"3468335515731","W SOLID WATERPO","279.90","3","3","","","",""
"3468335515748","W SOLID WATERPO","279.90","4","4","","","",""
"3468335515755","W SOLID WATERPO","279.90","1","1","","","",""
"3468335515762","W SOLID WATERPO","279.90","2","2","","","",""
"3468335515779","W SOLID WATERPO","279.90","1","1","","","",""
"3468335515786","W SOLID WATERPO","279.90","","","","","",""
"3468335515793","W SOLID WATERPO","279.90","","","","","",""
"3468335515809","W SOLID WATERPO","279.90","","","","","",""
"3468335515816","W SOLID WATERPO","279.90","","","","","",""
"3468335515823","W SOLID WATERPO","279.90","","","","","",""
"3468335515830","W SOLID WATERPO","279.90","","","","","",""
"3468335515847","W SOLID WATERPO","279.90","","","","","",""
"3468335515960","W SOLID WATERPO","279.90","","","","","",""
"3468335515977","W SOLID WATERPO","279.90","","","","","",""
"3468335515984","W SOLID WATERPO","279.90","1","1","","","",""
"3468335515991","W SOLID WATERPO","279.90","7","7","","","",""
"3468335516004","W SOLID WATERPO","279.90","7","7","","","",""
"3468335516011","W SOLID WATERPO","220.00","","","","","",""
"3468335516028","W SOLID WATERPO","279.90","","","","","",""
"3468335516035","W SOLID WATERPO","279.90","","","","","",""
"3468335516059","M SOLID WATERPO","119.90","","","","","",""
"3468335516066","M SOLID WATERPO","119.90","","","","","",""
"3468335516073","M SOLID WATERPO","119.90","2","2","","","",""
"3468335516080","M SOLID WATERPO","119.90","1","1","","","",""
"3468335516097","M SOLID WATERPO","119.90","","","","","",""
"3468335516103","M SOLID WATERPO","119.90","","","","","",""
"3468335516110","M SOLID WATERPO","119.90","1","1","","","",""
"3468335516127","M SOLID WATERPO","119.90","","","","","",""
"3468335516158","M SOLID WATERPO","119.90","2","2","","","",""
"3468335516165","M SOLID WATERPO","119.90","4","4","","","",""
"3468335516172","M SOLID WATERPO","119.90","3","3","","","",""
"3468335516189","M SOLID WATERPO","119.90","2","2","","","",""
"3468335516196","M SOLID WATERPO","119.90","-1","-1","","","",""
"3468335516202","M SOLID WATERPO","119.90","-1","-1","","","",""
"3468335516226","M SOLID WATERPO","119.90","","","","","",""
"3468335516257","M SOLID WATERPO","119.90","","","","","",""
"3468335516264","M SOLID WATERPO","119.90","1","1","","","",""
"3468335516271","M SOLID WATERPO","119.90","","","","","",""
"3468335516288","M SOLID WATERPO","119.90","","","","","",""
"3468335516295","M SOLID WATERPO","119.90","","","","","",""
"3468335516301","M SOLID WATERPO","119.90","","","","","",""
"3468335516318","M SOLID WATERPO","119.90","","","","","",""
"3468335516325","M SOLID WATERPO","119.90","1","1","","","",""
"3468335516356","M SOLID WATERPO","119.90","","","","","",""
"3468335516363","M SOLID WATERPO","119.90","4","4","","","",""
"3468335516370","M SOLID WATERPO","119.90","6","6","","","",""
"3468335516387","M SOLID WATERPO","119.90","","","","","",""
"3468335516394","M SOLID WATERPO","119.90","-1","-1","","","",""
"3468335516400","M SOLID WATERPO","119.90","-1","-1","","","",""
"3468335516417","M SOLID WATERPO","119.90","-1","-1","","","",""
"3468335516424","M SOLID WATERPO","119.90","6","6","","","",""
"3468335516431","M SOLID WATERPO","119.90","","","","","",""
"3468335516448","M SOLID WATERPO","119.90","","","","","",""
"3468335516455","סליפ גבר אדום/לבן SO","89.00","","","","","",""
"3468335516462","סליפ גבר אדום/לבן SO","89.00","","","","","",""
"3468335516479","סליפ גבר אדום/לבן SO","89.00","","","","","",""
"3468335516486","סליפ גבר אדום/לבן SO","89.00","","","","","",""
"3468335516493","סליפ גבר אדום/לבן SO","89.00","","","","","",""
"3468335516509","סליפ גבר אדום/לבן SO","89.00","","","","","",""
"3468335516516","סליפ גבר אדום/לבן SO","89.00","2","2","","","",""
"3468335516523","סליפ גבר אדום/לבן SO","89.00","","","","","",""
"3468335516547","סליפ גבר אדום/לבן SO","89.00","","","","","",""
"3468335516554","סליפ גבר שחור/לבן SO","89.00","","","","","",""
"3468335516561","סליפ גבר שחור/לבן SO","89.90","","","","","",""
"3468335516578","סליפ גבר שחור/לבן SO","89.00","","","","","",""
"3468335516585","סליפ גבר שחור/לבן SO","89.00","","","","","",""
"3468335516592","סליפ גבר שחור/לבן SO","89.00","","","","","",""
"3468335516608","סליפ גבר שחור/לבן SO","89.00","","","","","",""
"3468335516615","סליפ גבר שחור/לבן SO","89.00","-1","-1","","","",""
"3468335516622","סליפ גבר שחור/לבן SO","89.00","","","","","",""
"3468335516639","סליפ גבר שחור/לבן SO","89.90","","","","","",""
"3468335516646","סליפ גבר שחור/לבן SO","89.00","","","","","",""
"3468335516653","סליפ גבר רויאל/לבן S","89.00","","","","","",""
"3468335516660","סליפ גבר רויאל/לבן S","89.00","","","","","",""
"3468335516677","סליפ גבר רויאל/לבן S","89.00","","","","","",""
"3468335516684","סליפ גבר רויאל/לבן S","89.00","-1","-1","","","",""
"3468335516691","סליפ גבר רויאל/לבן S","89.00","","","","","",""
"3468335516707","סליפ גבר רויאל/לבן S","89.00","-1","-1","","","",""
"3468335516714","סליפ גבר רויאל/לבן S","89.00","","","","","",""
"3468335516721","סליפ גבר רויאל/לבן 1","89.00","","","","","",""
"3468335516745","סליפ גבר רויאל/לבן 1","89.00","","","","","",""
"3468335516752","M SOLID BRIEF N","89.00","","","","","",""
"3468335516769","M SOLID BRIEF N","89.00","","","","","",""
"3468335516776","M SOLID BRIEF N","89.00","","","","","",""
"3468335516783","M SOLID BRIEF N","89.00","","","","","",""
"3468335516790","M SOLID BRIEF N","89.00","","","","","",""
"3468335516806","M SOLID BRIEF N","89.00","","","","","",""
"3468335516813","M SOLID BRIEF N","89.00","","","","","",""
"3468335516820","M SOLID BRIEF N","89.00","","","","","",""
"3468335516844","M SOLID BRIEF N","89.00","","","","","",""
"3468335516851","M SOLID SQUARED","120.00","","","","","",""
"3468335516868","M SOLID SQUARED","120.00","","","","","",""
"3468335516875","M SOLID SQUARED","120.00","","","","","",""
"3468335516882","M SOLID SQUARED","120.00","","","","","",""
"3468335516899","M SOLID SQUARED","120.00","","","","","",""
"3468335516905","M SOLID SQUARED","120.00","","","","","",""
"3468335516912","M SOLID SQUARED","120.00","","","","","",""
"3468335516929","M SOLID SQUARED","120.00","","","","","",""
"3468335516936","M SOLID SQUARED","120.00","","","","","",""
"3468335516943","M SOLID SQUARED","120.00","-1","-1","","","",""
"3468335516950","M SOLID SQUARED","120.00","","","","","",""
"3468335516967","M SOLID SQUARED","120.00","","","","","",""
"3468335516974","M SOLID SQUARED","120.00","","","","","",""
"3468335516981","M SOLID SQUARED","120.00","","","","","",""
"3468335516998","M SOLID SQUARED","120.00","","","","","",""
"3468335517001","M SOLID SQUARED","120.00","","","","","",""
"3468335517018","M SOLID SQUARED","120.00","","","","","",""
"3468335517025","M SOLID SQUARED","120.00","","","","","",""
"3468335517056","M SOLID SQUARED","120.00","","","","","",""
"3468335517063","M SOLID SQUARED","120.00","","","","","",""
"3468335517070","M SOLID SQUARED","120.00","","","","","",""
"3468335517087","M SOLID SQUARED","120.00","","","","","",""
"3468335517094","M SOLID SQUARED","120.00","","","","","",""
"3468335517100","M SOLID SQUARED","120.00","","","","","",""
"3468335517117","M SOLID SQUARED","120.00","","","","","",""
"3468335517131","M SOLID SQUARED","120.00","","","","","",""
"3468335517155","M SOLID SQUARED","120.00","","","","","",""
"3468335517162","M SOLID SQUARED","120.00","","","","","",""
"3468335517179","M SOLID SQUARED","120.00","","","","","",""
"3468335517186","M SOLID SQUARED","120.00","","","","","",""
"3468335517193","M SOLID SQUARED","120.00","","","","","",""
"3468335517209","M SOLID SQUARED","120.00","","","","","",""
"3468335517216","M SOLID SQUARED","120.00","","","","","",""
"3468335517223","M SOLID SQUARED","120.00","","","","","",""
"3468335517254","M SOLID JAMMER","129.90","1","1","","","",""
"3468335517261","M SOLID JAMMER","129.90","","","","","",""
"3468335517278","M SOLID JAMMER","129.90","","","","","",""
"3468335517285","M SOLID JAMMER","129.90","","","","","",""
"3468335517292","M SOLID JAMMER","129.90","","","","","",""
"3468335517308","M SOLID JAMMER","129.90","","","","","",""
"3468335517315","M SOLID JAMMER","129.90","","","","","",""
"3468335517322","M SOLID JAMMER","129.90","","","","","",""
"3468335517339","M SOLID JAMMER","129.90","","","","","",""
"3468335517346","M SOLID JAMMER","129.90","","","","","",""
"3468335517377","M SOLID JAMMER","129.90","","","","","",""
"3468335517384","M SOLID JAMMER","129.90","","","","","",""
"3468335517391","M SOLID JAMMER","129.90","","","","","",""
"3468335517407","M SOLID JAMMER","129.90","","","","","",""
"3468335517414","M SOLID JAMMER","129.90","","","","","",""
"3468335517421","M SOLID JAMMER","129.90","","","","","",""
"3468335517438","M SOLID JAMMER","129.90","","","","","",""
"3468335517452","M SOLID JAMMER","129.90","","","","","",""
"3468335517469","M SOLID JAMMER","129.90","","","","","",""
"3468335517476","M SOLID JAMMER","129.90","","","","","",""
"3468335517483","M SOLID JAMMER","129.90","","","","","",""
"3468335517490","M SOLID JAMMER","129.90","","","","","",""
"3468335517506","M SOLID JAMMER","129.90","","","","","",""
"3468335517513","M SOLID JAMMER","129.90","","","","","",""
"3468335517520","M SOLID JAMMER","129.90","","","","","",""
