"#","פריט","שם פריט","מחיר מכירה","מלאי","ראשי","מכולה וינגייט","רמת גן","ספורט & מור רמלה","WIX"
"51","91662055","כובע סיליקון שחור את","34.90","6","6","","","",""
"52","91662065","כובע סיליקון ליים-עש","34.90","6","6","","","",""
"53","91662071","כובע סיליקון נייבי א","34.90","6","6","","","",""
"54","91662075","כובע סיליקון נייבי-א","34.90","6","6","","","",""
"55","91662103","כובע סיליקון ורוד את","34.90","6","6","","","",""
"56","121237008","כדור עיסוי","30.00","-18","","","","","-18"
"57","123123444","קמע אליפות עולם לנוע","60.00","","","","","",""
"58","123456677","כובע אליפות עולם לנו","65.00","-2","-2","","","",""
"59","568173420","JUMP ROPE IN TU","16.90","20","20","","","",""
"60","609860030","W SPIDER BOOSTE","169.99","","","","","",""
"61","609860032","W SPIDER BOOSTE","169.99","","","","","",""
"62","609860034","W SPIDER BOOSTE","169.99","","","","","",""
"63","609860036","W SPIDER BOOSTE","169.99","","","","","",""
"64","609860038","W SPIDER BOOSTE","169.99","","","","","",""
"65","609860040","W SPIDER BOOSTE","169.99","","","","","",""
"66","1012310123","כובע מצחיה אליפות עו","29.00","","","","","",""
"67","1212370008","כיסוי למחבט טניס","68.99","-1","","","","","-1"
"68","1914203000","BONNET SILICONE","","","","","","",""
"69","4245090028","W MANIFESTO ONE","169.99","","","","","",""
"70","4245090030","W MANIFESTO ONE","169.99","","","","","",""
"71","4245090032","W MANIFESTO ONE","169.99","","","","","",""
"72","4245090034","W MANIFESTO ONE","169.99","","","","","",""
"73","4245090036","W MANIFESTO ONE","169.99","","","","","",""
"74","4245090038","W MANIFESTO ONE","169.99","","","","","",""
"75","4245090040","W MANIFESTO ONE","169.99","","","","","",""
"76","4917010065","M PHANTOM 12 CM","110.00","","","","","",""
"77","4917010070","M PHANTOM 12 CM","110.00","","","","","",""
"78","4917010075","M PHANTOM 12 CM","110.00","","","","","",""
"79","4917010080","M PHANTOM 12 CM","110.00","","","","","",""
"80","5059510060","M INSTINCT LOW","110.00","","","","","",""
"81","5059510065","M INSTINCT LOW","110.00","","","","","",""
"82","5059510070","M INSTINCT LOW","110.00","","","","","",""
"83","5059510075","M INSTINCT LOW","110.00","","","","","",""
"84","5059510080","M INSTINCT LOW","110.00","","","","","",""
"85","5101045000","HOLLY POOL TOWE","199.00","","","","","",""
"86","5101055000","HOLLY POOL TOWE","199.00","","","","","",""
"87","5101439000","מגבת מיקרופייבר ארנה","139.00","","","","","",""
"88","5101441000","מגבת מיקרופייבר ארנה","139.00","","","","","",""
"89","5101465000","מגבת מיקופייבר גדולה","129.00","","","","","",""
"90","5101472000","מגבת מיקרופייבר גדול","129.90","","","","","",""
"91","5101482000","מגבת מיקרופייבר ארנה","139.00","","","","","",""
"92","5101491000","מגבת מיקרופייבר ארנה","129.90","","","","","",""
"93","5101493000","מגבת מיקרופייבר ארנה","139.00","","","","","",""
"94","5103841000","מגבת ארנה HILTON RED","79.90","","","","","",""
"95","5103871000","מגבת ארנה HILTON NAV","79.90","","","","","",""
"96","5103872000","מגבת ארנה HILTON ROY","79.90","","","","","",""
"97","5103893000","מגבת ארנה HILTON ORC","79.90","","","","","",""
"98","5115010060","M MANIFESTO LOW","110.00","","","","","",""
"99","5115010065","M MANIFESTO LOW","110.00","","","","","",""
"100","5115010070","M MANIFESTO LOW","110.00","","","","","",""
"101","5115010075","M MANIFESTO LOW","110.00","","","","","",""
"102","5115010080","M MANIFESTO LOW","110.00","","","","","",""
"103","6653612001","דמבל נאופרן 1 ק""ג יח","16.00","-4","","","","","-4"
"104","6653612002","דמבל נאופרן 2 ק""ג יח","32.00","-10","","","","","-10"
"105","6653612003","דמבל נאופרן 3 ק""ג יח","48.00","-6","","","","","-6"
"106","6653612005","דמבל נאופרן 5 ק""ג יח","80.00","-4","","","","","-4"
"107","6653612008","דמבל נאופרן 8 ק""ג יח","128.00","-2","","","","","-2"
"108","6653612010","דמבל נאופרן 10 ק""ג י","160.00","-2","","","","","-2"
"109","6653612015","דמבל נאופרן 1.5 ק""ג","22.00","-6","","","","","-6"
"110","6653612395","גומי לטקס בינוני","25.00","-1","","","","","-1"
"111","6653612396","גומי לטקס חזק","25.00","-6","","","","","-6"
"112","6653612413","גליל YORK","99.00","-20","-18","","","","-2"
"113","6653612436","דלגית YORK","30.00","-27","-17","","","","-10"
"114","6653612460","גומית אימון 22 מ""מ","69.00","-1","","","","","-1"
"115","6653612461","גומיות אימון 32 מ""מ","79.00","-1","","","","","-1"
"116","8125010028","W PWSKIN ST 2.0","399.99","","","","","",""
"117","8125010030","W PWSKIN ST 2.0","399.99","","","","","",""
"118","8125010032","W PWSKIN ST 2.0","399.99","","","","","",""
"119","8125010034","W PWSKIN ST 2.0","399.99","","","","","",""
"120","8125010036","W PWSKIN ST 2.0","399.99","","","","","",""
"121","8125010038","W PWSKIN ST 2.0","399.99","","","","","",""
"122","8127010028","W PWSKIN ST 2.0","399.99","","","","","",""
"123","8127010030","W PWSKIN ST 2.0","399.99","","","","","",""
"124","8127010032","W PWSKIN ST 2.0","399.99","","","","","",""
"125","8127010034","W PWSKIN ST 2.0","399.99","","","","","",""
"126","8127010036","W PWSKIN ST 2.0","399.99","","","","","",""
"127","8127010038","W PWSKIN ST 2.0","399.99","","","","","",""
"128","8145010060","M PWSKIN ST 2.0","260.01","","","","","",""
"129","8145010065","M PWSKIN ST 2.0","260.01","","","","","",""
"130","8145010070","M PWSKIN ST 2.0","260.01","","","","","",""
"131","8145010075","M PWSKIN ST 2.0","260.01","","","","","",""
"132","8145010080","M PWSKIN ST 2.0","260.01","","","","","",""
"133","8147010060","M PWSKIN ST 2.0","260.01","","","","","",""
"134","8147010065","M PWSKIN ST 2.0","260.01","","","","","",""
"135","8147010070","M PWSKIN ST 2.0","260.01","","","","","",""
"136","8147010075","M PWSKIN ST 2.0","260.01","","","","","",""
"137","8147010080","M PWSKIN ST 2.0","260.01","","","","","",""
"138","9055000060","W PWSKIN CARBON","999.96","","","","","",""
"139","9055000065","W PWSKIN CARBON","999.96","","","","","",""
"140","9055000070","W PWSKIN CARBON","999.96","","","","","",""
"141","9055010060","W PWSKIN CARBON","999.96","","","","","",""
"142","9055010065","W PWSKIN CARBON","999.96","","","","","",""
"143","9055010070","W PWSKIN CARBON","999.96","","","","","",""
"144","9057900060","W PWSKIN CARBON","999.96","","","","","",""
"145","9057900065","W PWSKIN CARBON","999.96","","","","","",""
"146","9057900070","W PWSKIN CARBON","999.96","","","","","",""
"147","9155414000","כובע סיליקון תחרותי","62.00","","","","","",""
"148","9155471000","כובע סיליקון תחרותי","62.00","","","","","",""
"149","9165641000","כובע סיליקון תחרותי","68.96","","","","","",""
"150","9165654000","כובע סיליקון תחרותי","68.96","","","","","",""
"151","9165659000","כובע סיליקון תחרותי","68.24","","","","","",""
"152","9165674000","כובע סיליקון תחרותי","82.01","","","","","",""
"153","9183033000","כובע סיליקון מודפס פ","39.56","","","","","",""
"154","9183040000","כובע סיליקון מודפס","","","","","","",""
"155","9215010030","W PWSKIN CARBON","1,400.04","","","","","",""
"156","9215010032","W PWSKIN CARBON","1,400.04","","","","","",""
"157","9215010034","W PWSKIN CARBON","1,400.04","","","","","",""
"158","9215440028","W PWSKIN CARBON","1,400.04","","","","","",""
"159","9215440030","W PWSKIN CARBON","1,400.04","","","","","",""
"160","9215440032","W PWSKIN CARBON","1,400.04","","","","","",""
"161","9215440034","W PWSKIN CARBON","1,400.04","","","","","",""
"162","9217900028","W PWSKIN CARBON","1,400.04","","","","","",""
"163","9217900030","W PWSKIN CARBON","1,400.04","","","","","",""
"164","9217900032","W PWSKIN CARBON","1,400.04","","","","","",""
"165","9217900034","W PWSKIN CARBON","1,400.04","","","","","",""
"166","9235459000","משקפת קוברה מראה אפו","","","","","","",""
"167","9238955000","משקפת מקצועית וייפר","199.00","","","","","",""
"168","9238956000","משקפת מקצועית וייפר","","","","","","",""
"169","9238971000","משקפת מקצועית וייפר","199.00","","","","","",""
"170","9240755000","I-MAX PRO POLARIZEDש","","","","","","",""
"171","9241456000","משקפת מסיכה אקסייט ש","","","","","","",""
"172","9283518554","כפפות EVERGEL נשים S","","","","","","",""
"173","9283518561","כפפות EVERGEL נשים M","","","","","","",""
"174","9283525897","כפפת EVERGEL M","","","","","","",""
"175","9283525903","כפפת EVERGEL L","","","","","","",""
"176","9283525927","כפפת EVERGEL XL","","","","","","",""
"177","9341765000","תיק רשת ארנה חול- יר","39.90","","","","","",""
"178","9352441000","אדום SPIKY MEDIUM","","","","","","",""
"179","9352457000","SPIKY MEDIUM רויאל","","","","","","",""
"180","9353952000","תיק טרולי מאמנים ארנ","","","","","","",""
"181","9355251000","תיק גב ספייקי מקצועי","159.00","","","","","",""
"182","9355741000","NAVIGATOR L BACKPACK","","","","","","",""
"183","9355751000","NAVIGATOR L BACKPACK","","","","","","",""
"184","9355772000","NAVIGATOR L BACKPACK","","","","","","",""
"185","9356457000","FASTPACK שחור/כחול","","","","","","",""
"186","9358351000","תיק גב שחיה מקצועי F","259.00","","","","","",""
"187","9358354000","תיק גב שחיה מקצועי F","259.00","","","","","",""
"188","9360150000","FAST COACH SPOR","","","","","","",""
"189","9360153000","FAST COACH SPOR","157.30","","","","","",""
"190","9401477000","כובע סיליקון SMART נ","","","","","","",""
"191","9409910000","כובע סיליקון מודפס","","","","","","",""
"192","9416820000","כובע סיליקון מודפס","39.90","","","","","",""
"193","9519165000","קרש שחיה מקצועי - יר","99.90","","","","","",""
"194","9520455000","קליפס אף מקצועי חדש","34.90","","","","","",""
"195","9520571000","אטמי אוזניים פלאג 3","34.90","","","","","",""
"196","9527560000","קרש שחיה לאימון - יר","69.90","","","","","",""
"197","10925040028","W PWSKIN CARBON","1,100.06","","","","","",""
"198","10925040030","W PWSKIN CARBON","1,100.06","","","","","",""
"199","10925040032","W PWSKIN CARBON","1,100.06","","","","","",""
"200","10925040034","W PWSKIN CARBON","1,100.06","","","","","",""
"201","10925040036","W PWSKIN CARBON","1,100.06","","","","","",""
"202","10925040038","W PWSKIN CARBON","1,100.06","","","","","",""
"203","10925080028","W PWSKIN CARBON","1,100.06","","","","","",""
"204","10925080030","W PWSKIN CARBON","1,100.06","","","","","",""
"205","10925080032","W PWSKIN CARBON","1,100.06","","","","","",""
"206","10925080034","W PWSKIN CARBON","1,100.06","","","","","",""
"207","10925080036","W PWSKIN CARBON","1,100.06","","","","","",""
"208","10925080038","W PWSKIN CARBON","1,100.06","","","","","",""
"209","10945040055","W PWSKIN CARBON","750.00","","","","","",""
"210","10945040060","W PWSKIN CARBON","750.00","","","","","",""
"211","10945040065","W PWSKIN CARBON","750.00","","","","","",""
"212","10945040070","W PWSKIN CARBON","750.00","","","","","",""
"213","10945040075","W PWSKIN CARBON","750.00","","","","","",""
"214","10945040080","W PWSKIN CARBON","750.00","","","","","",""
"215","10945080055","W PWSKIN CARBON","750.00","","","","","",""
"216","10945080060","W PWSKIN CARBON","750.00","","","","","",""
"217","10945080065","W PWSKIN CARBON","750.00","","","","","",""
"218","10945080070","W PWSKIN CARBON","750.00","","","","","",""
"219","10945080075","W PWSKIN CARBON","750.00","","","","","",""
"220","10945080080","W PWSKIN CARBON","750.00","","","","","",""
"221","20743350065","מכנס ג'אמר קארבון גב","1,500.00","","","","","",""
"222","20743350070","מכנס ג'אמר קארבון גב","1,500.00","","","","","",""
"223","20743520070","מכנס ג'אמר קארבון גב","1,500.00","","","","","",""
"224","20743820065","מכנס ג'אמר קארבון גב","1,500.00","","","","","",""
"225","25112830032","ב.ים נשים פאוארסקין","1,900.00","","","","","",""
"226","25268500030","חליפת שחיה מקצועי נש","549.00","","","","","",""
"227","25268500032","חליפת שחיה מקצועי נש","549.00","","","","","",""
"228","25268500034","חליפת שחיה מקצועי נש","549.00","","","","","",""
"229","25268500036","חליפת שחיה מקצועי נש","549.00","","","","","",""
"230","25268720026","חליפת שחיה מקצועי נש","549.00","","","","","",""
"231","25268720028","חליפת שחיה מקצועי נש","549.00","","","","","",""
"232","25268720030","חליפת שחיה מקצועי נש","549.00","","","","","",""
"233","27157500060","מכנס שחיה מקצועי גבר","309.00","","","","","",""
"234","27157500065","מכנס שחיה מקצועי גבר","309.00","","","","","",""
"235","27157500070","מכנס שחיה מקצועי גבר","309.00","","","","","",""
"236","27157500075","מכנס שחיה מקצועי גבר","309.00","","","","","",""
"237","27157720060","מכנס שחיה מקצועי גבר","309.00","","","","","",""
"238","27157720065","מכנס שחיה מקצועי גבר","309.00","","","","","",""
"239","27157720070","מכנס שחיה מקצועי גבר","309.00","","","","","",""
"240","27157720075","מכנס שחיה מקצועי גבר","309.00","","","","","",""
"241","27830750075","SAREDOS BRIEF","90.00","","","","","",""
"242","27830750080","SAREDOS BRIEF","90.00","","","","","",""
"243","27878550075","BOARD JAMMER","140.00","","","","","",""
"244","27878550080","BOARD JAMMER","140.00","","","","","",""
"245","27981830060","מכנס שחיה מקצועי גבר","999.00","","","","","",""
"246","27981830065","מכנס שחיה מקצועי גבר","999.00","","","","","",""
"247","27981830070","מכנס שחיה מקצועי גבר","999.00","","","","","",""
"248","27981830075","מכנס שחיה מקצועי גבר","999.00","","","","","",""
"249","29015400065","מכנסון גבר CRAZY KOK","","","","","","",""
"250","29015400070","מכנסון גבר CRAZY KOK","","","","","","",""
"251","29015400085","מכנסון גבר CRAZY KOK","","","","","","",""
"252","29015400090","מכנסון גבר CRAZY KOK","","","","","","",""
"253","29015400095","מכנסון גבר CRAZY KOK","","","","","","",""
"254","45566167804","D TB ATP CHAMPI","29.90","","","","","",""
"255","68279500018","מעיל פארקה פיסטון חד","499.00","","","","","",""
"256","69520495994","משרוקית F40","25.00","-45","-45","","","",""
"257","72489708234","כדוור טניס (3) HEAD","35.00","-1","","","","","-1"
"258","72489716031","שלישיה כדורי טניס HE","59.00","-1","","","","","-1"
"259","72489717014","שישיית כדורים HEAD P","59.00","-5","","","","","-5"
"260","80615830036","כפ.ארנה איטליה אצבע","","","","","","",""
"261","80615830037","כפ.ארנה איטליה אצבע","","","","","","",""
"262","80615830038","כפ.ארנה איטליה אצבע","","","","","","",""
"263","80615830039","כפ.ארנה איטליה אצבע","","","","","","",""
"264","80615830040","כפ.ארנה איטליה אצבע","","","","","","",""
"265","80615830041","כפ.ארנה איטליה אצבע","","","","","","",""
"266","80679830036","כפ.ארנה איטליה נשים","","","","","","",""
"267","80679830037","כפ.ארנה איטליה נשים","","","","","","",""
"268","80679830038","כפ.ארנה איטליה נשים","","","","","","",""
"269","80679830039","כפ.ארנה איטליה נשים","","","","","","",""
"270","80679830040","כפ.ארנה איטליה נשים","","","","","","",""
"271","80679830041","כפ.ארנה איטליה נשים","","","","","","",""
"272","80702500042","כפ.ארנה איטליה גבר ה","","","","","","",""
"273","80702500043","כפ.ארנה איטליה גבר ה","","","","","","",""
"274","80702500044","כפ.ארנה איטליה גבר ה","","","","","","",""
"275","80702500045","כפ.ארנה איטליה גבר ה","","","","","","",""
"276","80702500046","כפ.ארנה איטליה גבר ה","","","","","","",""
"277","80702500048","כפ.ארנה איטליה גבר ה","","","","","","",""
"278","80705500040","כפ.ארנה איטליה גבר פ","","","","","","",""
"279","80705500041","כפ.ארנה איטליה גבר פ","","","","","","",""
"280","80705500042","כפ.ארנה איטליה גבר פ","","","","","","",""
"281","80705500043","כפ.ארנה איטליה גבר פ","","","","","","",""
"282","80705500044","כפ.ארנה איטליה גבר פ","","","","","","",""
"283","80705500045","כפ.ארנה איטליה גבר פ","","","","","","",""
"284","80705500046","כפ.ארנה איטליה גבר פ","","","","","","",""
"285","80705500047","כפ.ארנה איטליה גבר פ","","","","","","",""
"286","80705500048","כפ.ארנה איטליה גבר פ","","","","","","",""
"287","80705750040","כפ.ארנה איטליה גבר פ","","","","","","",""
"288","80705750041","כפ.ארנה איטליה גבר פ","","","","","","",""
"289","80705750042","כפ.ארנה איטליה גבר פ","","","","","","",""
"290","80705750043","כפ.ארנה איטליה גבר פ","","","","","","",""
"291","80705750044","כפ.ארנה איטליה גבר פ","","","","","","",""
"292","80705750045","כפ.ארנה איטליה גבר פ","","","","","","",""
"293","80705750046","כפ.ארנה איטליה גבר פ","","","","","","",""
"294","81267700033","כפ.ארנה איטליה ילד נ","","","","","","",""
"295","81267700034","כפ.ארנה איטליה ילד נ","","","","","","",""
"296","81267700035","כפ.ארנה איטליה ילד נ","","","","","","",""
"297","81267700036","כפ.ארנה איטליה ילד נ","","","","","","",""
"298","81267700037","כפ.ארנה איטליה ילד נ","","","","","","",""
"299","81267700038","כפ.ארנה איטליה ילד נ","","","","","","",""
"300","81267700039","כפ.ארנה איטליה ילד נ","","","","","","",""
"301","86071510036","נשים שלם ARENA LOGO","","","","","","",""
"302","86071510038","נשים שלם ARENA LOGO","","","","","","",""
"303","86071510040","נשים שלם ARENA LOGO","","","","","","",""
"304","86071510042","נשים שלם ARENA LOGO","","","","","","",""
"305","86071510044","נשים שלם ARENA LOGO","","","","","","",""
"306","86071510046","נשים שלם ARENA LOGO","","","","","","",""
"307","86170140030","חליפת קרבון פתוח נשי","","","","","","",""
"308","86170140032","חליפת קרבון פתוח נשי","","","","","","",""
"309","86170140034","חליפת קרבון פתוח נשי","","","","","","",""
"310","86170140036","חליפת קרבון פתוח נשי","","","","","","",""
"311","86170140038","חליפת קרבון פתוח נשי","","","","","","",""
"312","86176520030","חליפת קארבון MK2 נשי","","","","","","",""
"313","86176520032","חליפת קארבון MK2 נשי","","","","","","",""
"314","86176520034","חליפת קארבון MK2 נשי","","","","","","",""
"315","86176520036","חליפת קארבון MK2 נשי","","","","","","",""
"316","86178350030","חליפת קארבון MK2 נשי","","","","","","",""
"317","86178350032","חליפת קארבון MK2 נשי","","","","","","",""
"318","86178350034","חליפת קארבון MK2 נשי","","","","","","",""
"319","86178350036","חליפת קארבון MK2 נשי","","","","","","",""
"320","86178350038","חליפת קארבון MK2 נשי","","","","","","",""
"321","86178500030","חליפת שחיה מקצועי נש","","","","","","",""
"322","86178500032","חליפת שחיה מקצועי נש","","","","","","",""
"323","86178500034","חליפת שחיה מקצועי נש","","","","","","",""
"324","86178500036","חליפת שחיה מקצועי נש","","","","","","",""
"325","86178500038","חליפת שחיה מקצועי נש","","","","","","",""
"326","86178520030","חליפת קארבון MK2 נשי","","","","","","",""
"327","86178520032","חליפת קארבון MK2 נשי","","","","","","",""
"328","86178520034","חליפת קארבון MK2 נשי","2,400.00","","","","","",""
"329","86178520036","חליפת קארבון MK2 נשי","2,400.00","","","","","",""
"330","86178520038","חליפת קארבון MK2 נשי","2,400.00","","","","","",""
"331","86178820028","חליפת קארבון MK2 נשי","2,400.00","","","","","",""
"332","86178820030","חליפת קארבון MK2 נשי","","","","","","",""
"333","86178820032","חליפת קארבון MK2 נשי","","","","","","",""
"334","86178820034","חליפת קארבון MK2 נשי","","","","","","",""
"335","86178820036","חליפת קארבון MK2 נשי","","","","","","",""
"336","86427480060","מכנס שחיה מקצועי גבר","1,410.96","","","","","",""
"337","86427540060","מכנס שחיה מקצועי גבר","1,399.00","","","","","",""
"338","86427540065","מכנס שחיה מקצועי גבר","1,399.00","","","","","",""
"339","86427540070","מכנס שחיה מקצועי גבר","1,399.00","","","","","",""
"340","86427540075","מכנס שחיה מקצועי גבר","1,399.00","","","","","",""
"341","86427540080","מכנס שחיה מקצועי גבר","1,399.00","","","","","",""
"342","86427580060","מכנס שחיה מקצועי גבר","1,399.00","","","","","",""
"343","86427580065","מכנס שחיה מקצועי גבר","1,399.00","","","","","",""
"344","86427580070","מכנס שחיה מקצועי גבר","1,399.00","","","","","",""
"345","86427580075","מכנס שחיה מקצועי גבר","1,399.00","","","","","",""
"346","86427580080","מכנס שחיה מקצועי גבר","1,399.00","","","","","",""
"347","86427590060","מכנס שחיה מקצועי גבר","1,410.96","","","","","",""
"348","86429540028","חליפת שחיה מקצועי נש","2,399.00","","","","","",""
"349","86429540030","חליפת שחיה מקצועי נש","2,399.00","","","","","",""
"350","86429540032","חליפת שחיה מקצועי נש","2,399.00","","","","","",""
"351","86429540034","חליפת שחיה מקצועי נש","2,399.00","","","","","",""
"352","86429540036","חליפת שחיה מקצועי נש","2,399.00","","","","","",""
"353","86429540038","חליפת שחיה מקצועי נש","","","","","","",""
"354","86429580028","חליפת שחיה מקצועי נש","2,399.00","","","","","",""
"355","86429580030","חליפת שחיה מקצועי נש","2,399.00","","","","","",""
"356","86429580032","חליפת שחיה מקצועי נש","2,399.00","","","","","",""
"357","86429580034","חליפת שחיה מקצועי נש","2,399.00","","","","","",""
"358","86429580036","חליפת שחיה מקצועי נש","2,399.00","","","","","",""
"359","86429580038","חליפת שחיה מקצועי נש","2,399.00","","","","","",""
"360","92354170000","משקפת קוברה מראה כחו","","","","","","",""
"361","95250650000","ELITTE HAND PAD","79.90","","","","","",""
"362","97512423090","ROLAND GARROS F","69.01","-6","","","","","-6"
"363","97512510233","PRO FEEL ULTRA","35.00","-2","","","","","-2"
"364","97512510240","PRO FEEL BLADE","35.00","-2","","","","","-2"
"365","97512510257","PRO FEEL PRO ST","35.00","-1","","","","","-1"
"366","97512510264","PADEL X3 BALL","35.00","-11","","","","","-11"
"367","97512650977","NBA DRV PLUS VI","129.00","-1","","","","","-1"
"368","97512651080","NBA DRV PRO ECO","158.99","-1","","","","","-1"
"369","97512933339","ROLAND GARROS E","184.00","-4","","","","","-4"
"370","97512952002","FUSION XL TNS R","249.00","-2","","","","","-2"
"371","112234231001","גליל חלול עיסוי קקטו","99.00","-9","-5","","","","-4"
"372","149610347140","משקולת יד-ניאופרן 1","15.00","-6","","","","","-6"
"373","149610347324","משקולת יד-ניאופרן 2","30.00","-10","","","","","-10"
"374","149610347423","משקולת יד-ניאופרן 3","45.00","-7","","","","","-7"
"375","149610347515","משקולת יד-ניאופרן 4","60.00","-9","-1","","","","-8"
"376","149610347621","משקולת יד-ניאופרן 5","75.00","-8","","","","","-8"
"377","149610347737","משקולת יד-ניאופרן 6","95.00","-5","","","","","-5"
"378","185286000408","ספריי החלקה לחליפות","69.00","-10","-10","","","",""
"379","191812788542","NY Yankees Base","140.00","-4","","","","","-4"
"380","192006314264","UA Tech 2.0 SS Tee","119.00","-12","","","","","-12"
"381","192006314288","UA Tech 2.0 SS Tee","119.00","-2","","","","","-2"
"382","192006314295","UA Tech 2.0 SS Tee","119.00","-7","","","","","-7"
"383","192006315049","UA Tech 2.0 SS Tee","119.00","-1","","","","","-1"
"384","192006315063","UA Tech 2.0 SS Tee","119.00","-10","","","","","-10"
"385","192006315506","UA Tech 2.0 SS Tee","119.00","-2","","","","","-2"
"386","192006315537","UA Tech 2.0 SS Tee","119.00","-1","","","","","-1"
"387","192006315582","UA Tech 2.0 SS Tee","119.00","-1","","","","","-1"
"388","192006316008","UA Tech 2.0 SS Tee","119.00","-2","","","","","-2"
"389","192810181441","UA Tech 2.0 SS Tee","119.00","-2","","","","","-2"
"390","192810181465","UA Tech 2.0 SS Tee","119.00","-3","","","","","-3"
"391","192810181472","UA Tech 2.0 SS Tee","119.00","-4","","","","","-4"
"392","192810181922","UA Tech 2.0 SS Tee","119.00","-1","","","","","-1"
"393","192810181946","UA Tech 2.0 SS Tee","119.00","-4","","","","","-4"
"394","193234074869","MLB New York Ya","120.00","-2","","","","","-2"
"395","193654327262","M NK DF PARK VI","99.00","-2","","","","","-2"
"396","193654327279","M NK DF PARK VI","89.00","-4","","","","","-4"
"397","193654327309","M NK DF PARK VI","99.00","-2","","","","","-2"
"398","193654327361","M NK DF PARK VI","99.00","-1","","","","","-1"
"399","193654327378","M NK DF PARK VI","89.00","-6","","","","","-6"
"400","193654327392","חולצת נייק XL גברים","89.00","-3","","","","","-3"
"401","193654327408","M NK DF PARK VI","99.00","-2","","","","","-2"
"402","193654327514","M NK DF PARK VI","99.00","-2","","","","","-2"
"403","193654327521","M NK DF PARK VI","99.00","-2","","","","","-2"
"404","193654327538","M NK DF PARK VI","89.00","-2","","","","","-2"
"405","193654327545","M NK DF PARK VI","89.00","-2","","","","","-2"
"406","193654327552","M NK DF PARK VI","99.00","-2","","","","","-2"
"407","193654331948","W NK DF PARK VI","99.00","-1","","","","","-1"
"408","193654331955","W NK DF PARK VI","99.00","-1","","","","","-1"
"409","193654332044","W NK DF PARK VI","99.00","-1","","","","","-1"
"410","193654332051","W NK DF PARK VI","99.00","-1","","","","","-1"
"411","193654340766","M NK DF PARK II","99.00","-4","","","","","-4"
"412","193654340773","M NK DF PARK II","99.00","-5","","","","","-5"
"413","193654340780","M NK DF PARK II","99.00","-10","","","","","-10"
"414","193654340797","M NK DF PARK II","99.00","-5","","","","","-5"
"415","193654341015","M NK DF PARK II","99.00","-3","","","","","-3"
"416","193654341022","M NK DF PARK II","99.00","-3","","","","","-3"
"417","193654341039","M NK DF PARK II","99.00","-5","","","","","-5"
"418","193654341046","M NK DF PARK II","99.00","-2","","","","","-2"
"419","193654341053","M NK DF PARK II","99.00","-2","","","","","-2"
"420","194500857056","NK ACDMY TEAM M","159.00","-5","","","","","-5"
"421","194502755190","W NP 365 SHORT","159.00","-2","","","","","-2"
"422","194502755206","W NP 365 SHORT","159.00","-1","","","","","-1"
"423","194502755213","W NP 365 SHORT","159.00","-1","","","","","-1"
"424","194958681234","NK ELMNTL BKPK","149.00","-3","","","","","-3"
"425","195244773947","NK BRSLA SHOE - 9.5","79.00","-2","","","","","-2"
"426","195252744090","UA Undeniable 5","199.90","-2","","","","","-2"
"427","195252745066","UA Undeniable 5","249.90","-2","","","","","-2"
"428","195253510571","UA Vanish Woven 6in","153.00","-2","","","","","-2"
"429","195253510595","UA Vanish Woven 6in","153.00","-3","","","","","-3"
"430","195253510601","UA Vanish Woven 6in","153.00","-1","","","","","-1"
"431","195253510618","UA Vanish Woven 6in","153.00","-2","","","","","-2"
"432","195253814167","UA Tech 2.0 SS Tee","139.90","-2","","","","","-2"
"433","195253814204","UA Tech 2.0 SS Tee","139.90","-2","","","","","-2"
"434","195253814228","UA Tech 2.0 SS Tee","139.90","-1","","","","","-1"
"435","195253814242","UA Tech 2.0 SS Tee","139.90","-2","","","","","-2"
"436","195253814280","UA Tech 2.0 SS Tee","139.90","-1","","","","","-1"
"437","196002729473","MLB New York Ya","120.00","-3","","","","","-3"
"438","196505322430","MLB New York Ya","120.00","-2","","","","","-2"
"439","196505322447","MLB New York Ya","120.00","-2","","","","","-2"
"440","196505322478","MLB New York Ya","120.00","-2","","","","","-2"
"441","196606812359","U NK DF CLUB CA","89.00","-4","","","","","-4"
"442","196606812465","U NK DF CLUB CA","89.00","-1","","","","","-1"
"443","196606812755","U NK DF CLUB CA","89.00","-8","","","","","-8"
"444","196884156879","UA Rival Fleece Crew","219.90","-2","","","","","-2"
"445","196884156930","UA Rival Fleece Crew","219.90","-2","","","","","-2"
"446","196884157104","UA Rival Fleece Crew","219.90","-2","","","","","-2"
"447","196884157135","UA Rival Fleece Crew","219.90","-1","","","","","-1"
"448","196884798604","UA Rival Fleece Crew","219.90","-1","","","","","-1"
"449","196884798628","UA Rival Fleece Crew","219.90","-2","","","","","-2"
"450","196884798666","UA Rival Fleece Crew","219.90","-1","","","","","-1"
"451","196884798734","UA Rival Fleece Crew","219.90","-2","","","","","-2"
"452","196885389757","UA HW LC PATCH","199.90","-2","","","","","-2"
"453","196885389764","UA HW LC PATCH","199.90","-3","","","","","-3"
"454","196885389771","UA HW LC PATCH","199.90","-1","","","","","-1"
"455","196885389788","UA HW LC PATCH","199.90","-1","","","","","-1"
"456","196885390159","UA HW LC PATCH","179.90","-3","","","","","-3"
"457","196885390166","UA HW LC PATCH","179.90","-2","","","","","-2"
"458","196885390173","UA HW LC PATCH","179.90","-1","","","","","-1"
"459","196885390197","UA HW LC PATCH","179.90","-3","","","","","-3"
