"#","פריט","שם פריט","מחיר מכירה","מלאי","ראשי","מכולה וינגייט","רמת גן","ספורט & מור רמלה","WIX"
"460","196885392436","UA HW LC PATCH","199.90","-2","","","","","-2"
"461","196885392443","UA HW LC PATCH","199.90","-3","","","","","-3"
"462","196885392450","UA HW LC PATCH","199.90","-1","","","","","-1"
"463","196885392474","UA HW LC PATCH","199.90","-2","","","","","-2"
"464","196885477300","UA LAUNCH 5"" 2","153.00","-2","","","","","-2"
"465","196885481123","UA LAUNCH 7"" S","127.00","-2","","","","","-2"
"466","196885481161","UA LAUNCH 7"" S","127.00","-2","","","","","-2"
"467","196885481185","UA LAUNCH 7"" S","127.00","-2","","","","","-2"
"468","196885481208","UA LAUNCH 7"" S","127.00","-3","","","","","-3"
"469","196885481321","UA LAUNCH 7"" S","127.00","-1","","","","","-1"
"470","196885482434","UA LAUNCH 5"" S","127.00","-17","","","","","-17"
"471","196885482519","UA LAUNCH 5"" S","127.00","-12","","","","","-12"
"472","196885482526","UA LAUNCH 5"" S","127.00","-10","","","","","-10"
"473","196885482533","UA LAUNCH 5"" S","127.00","-11","","","","","-11"
"474","196885482717","UA LAUNCH 5"" S","127.00","-3","","","","","-3"
"475","196885553486","UA Vanish Woven 6in","179.90","-1","","","","","-1"
"476","196885553493","UA Vanish Woven 6in","179.90","-2","","","","","-2"
"477","196885553509","UA Vanish Woven 6in","179.90","-1","","","","","-1"
"478","196885553523","UA Vanish Woven 6in","179.90","-3","","","","","-3"
"479","196885589249","UA Tech Tank גופייה","99.00","-1","","","","","-1"
"480","196885589256","UA Tech Tank גופייה","99.00","-2","","","","","-2"
"481","196885589287","UA Tech Tank גופייה","99.00","-1","","","","","-1"
"482","196885597169","UA Tech Texture","159.90","-2","","","","","-2"
"483","196885597183","UA Tech Texture","159.90","-2","","","","","-2"
"484","196885597190","UA Tech Texture","159.90","-1","","","","","-1"
"485","196885597213","UA Tech Texture","159.90","-3","","","","","-3"
"486","196885612411","""Pjt Rock Ultimate 5","99.00","-2","","","","","-2"
"487","196885612428","""Pjt Rock Ultimate 5","99.00","-3","","","","","-3"
"488","196885612435","""Pjt Rock Ultimate 5","99.00","-3","","","","","-3"
"489","196885612442","""Pjt Rock Ultimate 5","99.00","-1","","","","","-1"
"490","196885634734","UA GL FOUNDATIO","119.90","-4","","","","","-4"
"491","196885634789","UA GL FOUNDATIO","119.90","-2","","","","","-2"
"492","196885634932","UA GL FOUNDATIO","119.90","-1","","","","","-1"
"493","196885636110","UA GL FOUNDATIO","109.90","-2","","","","","-2"
"494","196885636172","UA GL FOUNDATIO","109.90","-3","","","","","-3"
"495","196885636202","UA GL FOUNDATIO","54.90","-2","","","","","-2"
"496","196885636226","UA GL FOUNDATIO","54.90","-1","","","","","-1"
"497","196895570732","MLB New York Ya","120.00","-2","","","","","-2"
"498","196895570794","MLB New York Ya","120.00","-3","","","","","-3"
"499","197596078015","NK PTCH NFS -FA24","99.00","-1","","","","","-1"
"500","197596078619","NK PTCH NFS -FA24","99.00","-2","","","","","-2"
"501","197723848498","NY Yankees Base Runn","140.00","-2","","","","","-2"
"502","197774011100","NIKE FUEL JUG 4","180.00","-3","-3","","","",""
"503","197774011261","NIKE FUEL JUG 6","164.00","-3","-3","","","",""
"504","197777129079","UA LAUNCH 7"" S","127.00","-2","","","","","-2"
"505","197777129086","UA LAUNCH 7"" S","127.00","-2","","","","","-2"
"506","197777129147","UA LAUNCH 7"" S","127.00","-1","","","","","-1"
"507","197777129208","UA LAUNCH 7"" S","127.00","-1","","","","","-1"
"508","197860544888","נייקי - גרביים צבעונ","79.00","-2","","","","","-2"
"509","197860551138","נייקי -גרביים צבעוני","79.00","-2","","","","","-2"
"510","197860576551","נייקי -גרביים צבעוני","79.00","-2","","","","","-2"
"511","197860584853","נייקי -גרביים צבעוני","79.00","-2","","","","","-2"
"512","198488209036","W NP DF 365 TIG","189.00","-2","","","","","-2"
"513","198488215990","W NP DF 365 TIG","189.00","-2","","","","","-2"
"514","198488370545","M NK DF PARK VI","99.00","-7","","","","","-7"
"515","198488430706","W NK DF PARK VI","99.00","-2","","","","","-2"
"516","198488895390","W NK DF PARK VI","99.00","-2","","","","","-2"
"517","198726104420","M NK DF PARK VI","99.00","-8","","","","","-8"
"518","198726140114","M NK DF PARK VI","99.00","-2","","","","","-2"
"519","198726219650","נייק דריי פיט - נייב","89.00","-3","","","","","-3"
"520","198726247295","W NK DF PARK VI","99.00","-2","","","","","-2"
"521","198726254354","נייק דריי פיט - נייב","89.00","-2","","","","","-2"
"522","198726260669","M NK DF PARK VI","99.00","-10","","","","","-10"
"523","198726264469","W NK DF PARK VI","99.00","-2","","","","","-2"
"524","198726275519","נייק דריי פיט - נייב","89.00","-4","","","","","-4"
"525","198728893568","תיק נייק 60L","159.00","-1","","","","","-1"
"526","198742302084","NY Yankees Base Runn","140.00","-2","","","","","-2"
"527","199073017074","TOUR SLAM LITE","249.00","-3","","","","","-3"
"528","199073018095","ENERGY XL TNS R","259.00","-1","","","","","-1"
"529","251085030030","W PWSKIN R-EVO+","1,489.98","","","","","",""
"530","251085030032","W PWSKIN R-EVO+","1,489.98","","","","","",""
"531","279125030060","M PWSKIN R-EVO+","1,800.00","","","","","",""
"532","279125030065","M PWSKIN R-EVO+","1,800.00","","","","","",""
"533","279125030070","M PWSKIN R-EVO+","1,800.00","","","","","",""
"534","279125030080","M PWSKIN R-EVO+","1,800.00","","","","","",""
"535","279125030085","M PWSKIN R-EVO+","1,800.00","","","","","",""
"536","362121454815","רצועות יד YORK למרימ","39.00","-9","","","","","-9"
"537","362149780121","קוביית יוגה YORK","30.00","-6","-1","","","","-5"
"538","362149780138","אובר בול יורק","19.00","-2","","","","","-2"
"539","362149780183","פיתה באלאנס יורק","79.00","-1","","","","","-1"
"540","362149780190","סט גומיות לטקס","65.00","-1","","","","","-1"
"541","362149780206","כדור פיזיו 65 ס""מ","59.00","-2","","","","","-2"
"542","362149780220","גליל פילאטיס 65 ס""מ","139.00","-1","","","","","-1"
"543","362149780299","גליל יוגה קצר מלא","69.00","-6","-2","","","","-4"
"544","605296139726","BODY GLIDE נגד שפשפו","60.00","-26","-15","","","","-11"
"545","608037904935","באמפרס כפכפים נשים 3","89.00","-4","-3","","","","-1"
"546","608037904942","באמפרס כפכפים נשים 3","89.00","-16","-12","","","","-4"
"547","608037904959","באמפרס כפכפים נשים 3","89.00","-22","-11","","","","-11"
"548","608037904966","באמפרס כפכפים נשים 4","89.00","-13","-9","","","","-4"
"549","608037904973","באמפרס כפכפים 41-42","89.00","-36","-22","","","","-14"
"550","608037904980","באמפרס כפכפים 43/44","89.00","-27","-18","","","","-9"
"551","608037904997","באמפרס כפכפים 45/46","89.00","-39","-27","","","","-12"
"552","608037905000","באמפרס כפכפים 47/48","89.00","-12","-8","","","","-4"
"553","608037907332","BUMPERS WINTER37-38","89.00","-2","","","","","-2"
"554","608037907356","באמפרס BUMPERS WINTE","89.00","-3","-1","","","","-2"
"555","608037907363","באמפרס BUMPERS WINTE","89.00","-3","-1","","","","-2"
"556","608037907370","באמפרס BUMPERS WINTE","89.00","-1","","","","","-1"
"557","608037907387","באמפרס BUMPERS WINTE","89.00","-1","","","","","-1"
"558","617823003349","בקבוק POLAR","89.00","-3","-3","","","",""
"559","617823003356","בקבוק POLAR","89.00","-3","-3","","","",""
"560","617823003363","בקבוק POLAR","89.00","-15","-15","","","",""
"561","617823003370","בקבוק POLAR","89.00","-4","-4","","","",""
"562","617823003400","בקבוק POLAR","89.00","-1","-1","","","",""
"563","691535529014","חטיף NOGO/TRUST","16.00","","","","","",""
"564","693493239752","בוקסר קלאסי 2 יח במא","79.00","-6","","","","","-6"
"565","693493239769","בוקסר ארוך 2 יח במאר","89.00","-1","","","","","-1"
"566","701309945027","נרתיק ריצה לנייד עד","45.00","-6","-1","","","","-5"
"567","710497788007","בוקסר קלאסי 2 יח במא","79.00","-1","","","","","-1"
"568","710497788014","בוקסר קלאסי 2 יח במא","79.00","-11","","","","","-11"
"569","710497788021","בוקסר קלאסי 2 יח במא","79.00","-17","","","","","-17"
"570","710497788038","בוקסר קלאסי 2 יח במא","79.00","-14","","","","","-14"
"571","710497788045","בוקסר קלאסי 2 יח במא","79.00","-5","","","","","-5"
"572","710497788069","בוקסר ארוך 2 יח במאר","89.00","-9","","","","","-9"
"573","710497788076","בוקסר ארוך 2 יח במאר","89.00","-11","","","","","-11"
"574","710497788083","בוקסר ארוך 2 יח במאר","89.00","-12","","","","","-12"
"575","710497788090","בוקסר ארוך 2 יח במאר","89.00","-7","","","","","-7"
"576","710497788434","חולצת גבר לבן ניקי","89.00","-1","","","","","-1"
"577","710497788441","חולצת גבר לבן ניקי","89.00","-1","","","","","-1"
"578","710497788458","חולצת גבר לבן ניקי","89.00","-1","","","","","-1"
"579","710497788465","חולצת גבר לבן ניקי","89.00","-1","","","","","-1"
"580","710497788571","חולצת שחור קצר ניקי","89.00","-1","","","","","-1"
"581","710497788588","חולצת שחור קצר ניקי","89.00","-6","","","","","-6"
"582","710497788595","חולצת שחור קצר ניקי","89.00","-1","","","","","-1"
"583","710497788601","חולצת שחור קצר ניקי","89.00","-2","","","","","-2"
"584","710497788618","חולצת שחור קצר ניקי","89.00","-3","","","","","-3"
"585","710497788656","חולצת נייבי קצר ניקי","89.00","-1","","","","","-1"
"586","710497788663","חולצת נייבי קצר ניקי","89.00","-1","","","","","-1"
"587","710497788670","חולצת נייבי קצר ניקי","89.00","-1","","","","","-1"
"588","710497788687","חולצת נייבי קצר ניקי","99.00","-1","","","","","-1"
"589","710497788694","חולצת נייבי קצר ניקי","89.00","-1","","","","","-1"
"590","715280476611","נודל שחייה","14.90","","","","","",""
"591","722252130044","חטיף אנגיה CLIF","12.00","","","","","",""
"592","722252130082","חטיף אנגיה CLIF","12.00","-1","-1","","","",""
"593","722252130099","חטיף אנגיה CLIF","12.00","-1","-1","","","",""
"594","722252130228","חטיף אנגיה CLIF","12.00","","","","","",""
"595","722252601414","חטיף חלבון גדול ALLI","17.00","","","","","",""
"596","722252601421","חטיף חלבון 20G גדול","17.00","","","","","",""
"597","737899586024","6PK Legacy No Show B","89.00","5","-1","","","","6"
"598","737899586048","6PK Legacy No Show W","89.00","19","","","","","19"
"599","737899586055","6PK Legacy No Show B","89.00","2","","","","","2"
"600","737899586079","6PK Legacy No Show W","89.00","9","-1","","","","10"
"601","737899630093","6PK ALL BLACK ASSOR","59.00","6","-2","","","","8"
"602","737899724983","3PK Inferno Ultralig","59.00","8","-3","","","","11"
"603","737899725003","3PK Inferno Ultralig","49.00","14","-4","","","","18"
"604","737899725072","3PK Inferno Ultralig","59.00","16","","","","","16"
"605","737899725096","3PK Inferno Ultralig","59.00","15","","","","","15"
"606","769493100016","GU GEL","12.00","-123","-41","","","","-82"
"607","769493100023","GU GEL","8.00","-135","-64","","","","-71"
"608","769493100054","GU GEL","12.00","-87","-19","","","","-68"
"609","769493100078","GU GEL","8.00","-116","-43","","","","-73"
"610","769493100085","ג'ל אנרגיה GU Gel Le","8.00","-26","-5","","","","-21"
"611","769493100092","GU GEL","8.00","-63","-40","","","","-23"
"612","769493100122","GU GEL","12.00","-20","-7","","","","-13"
"613","769493100184","GU GEL","8.00","-95","-72","","","","-23"
"614","769493100207","GU GEL","12.00","-15","-1","","","","-14"
"615","769493101365","אבקת משקה אנרגיה GU","12.00","","","","","",""
"616","769493101433","סוכריות אנרגיה GU","12.00","","","","","",""
"617","769493101464","סוכריות אנרגיה GU","12.00","-2,471","-2,471","","","",""
"618","769493101631","חטיף אנגיה GU","10.00","-51","-46","","","","-5"
"619","769493101648","חטיף אנגיה GU","10.00","-1,906","-1,887","","","","-19"
"620","769493101655","חטיף אנגיה GU","10.00","-111","-97","","","","-14"
"621","769493101662","חטיף אנגיה GU","10.00","-12","-12","","","",""
"622","769493102515","חטיף אנגיה GU","10.00","-46","-40","","","","-6"
"623","769493102614","GU GEL","8.00","-119","-49","","","","-70"
"624","769493102683","GU Stroopwafel Campf","10.00","-36","-25","","","","-11"
"625","769493103420","ג'ל אנרגיה - GU Roct","13.00","-8","","","","","-8"
"626","769493103765","GU GEL","8.00","-7","34","","","","-41"
"627","769493103956","אבקת משקה אנרגיה GU","249.00","-3","","","","","-3"
"628","769493104380","סוכריות אנרגיה GU תו","15.00","-14","-2","","","","-12"
"629","769493104403","סוכריות אנרגיה בטעם","17.00","-10","","","","","-10"
"630","769493104755","כדוריות תמיסת מלח GU","40.00","-61","-34","","","","-27"
"631","769493104762","כדוריות תמיסת מלח GU","40.00","-83","-66","","","","-17"
"632","769493200440","ג'ל אנרגיה GU Roctan","13.00","-5","","","","","-5"
"633","769493200518","GU GEL","8.00","-5,710","-5,678","","","","-32"
"634","769493201911","כדוריות תמיסת מלח GU","40.00","-86","-75","","","","-11"
"635","769493201935","כדוריות תמיסת מלח GU","40.00","-49","-27","","","","-22"
"636","769493501585","כדוריות תמיסת מלח GU","40.00","-55","-35","","","","-20"
"637","769493501592","כדוריות תמיסת מלח GU","40.00","-37","-27","","","","-10"
"638","769494130012","אבקה להכנת משקה ROCT","220.00","-2","","","","","-2"
"639","769494130029","אבקה להכנת משקה ROCT","220.00","-2","","","","","-2"
"640","788364263346","בוקסרארוך אפור 2 יח","89.00","-1","","","","","-1"
"641","788364263391","במבוק קצר נייבי 2 יח","79.00","-2","","","","","-2"
"642","788364263407","בוקסר במבו קצר - אפו","79.00","-2","","","","","-2"
"643","788364263674","בוקסר ארוך 2 יח במאר","89.00","-2","","","","","-2"
"644","788364263681","בוקסר ארוך 2 יח במאר","89.00","-2","","","","","-2"
"645","788364263735","במבוק קצר אפור 2 יח","79.00","-1","","","","","-1"
"646","788364263742","בוקסר במבו קצר - ניי","79.00","-1","","","","","-1"
"647","788364263797","בוקסר ארוך 2 יח במאר","89.00","-2","","","","","-2"
"648","788364263810","Over size bamboo/cot","129.00","-1","","","","","-1"
"649","788364263827","Over size bamboo/cot","129.00","-2","","","","","-2"
"650","788364263834","Over size bamboo/cot","129.00","-2","","","","","-2"
"651","788364263841","Over size bamboo/cot","129.00","-1","","","","","-1"
"652","788364263858","Over size bamboo/cot","129.00","-1","","","","","-1"
"653","788364264022","Over size bamboo/cot","129.00","-1","","","","","-1"
"654","788364264039","Over size bamboo/cot","129.00","-2","","","","","-2"
"655","788364264046","Over size bamboo/cot","129.00","-2","","","","","-2"
"656","788364264053","Over size bamboo/cot","129.00","-1","","","","","-1"
"657","788364264060","Over size bamboo/cot","129.00","-1","","","","","-1"
"658","788364264091","Over size bamboo/cot","129.00","-1","","","","","-1"
"659","788364264107","Over size bamboo/cot","129.00","-1","","","","","-1"
"660","788364264114","Over size bamboo/cot","129.00","-2","","","","","-2"
"661","788364264121","Over size bamboo/cot","129.00","-1","","","","","-1"
"662","788364264138","Over size bamboo/cot","129.00","-1","","","","","-1"
"663","831345005005","סט גומיות אימון 3 הת","79.00","-1","","","","","-1"
"664","845840057988","NIKE SWOOSH WRI","47.90","-6","","","","","-6"
"665","845840058275","NIKE SWOOSH HEA","39.92","-6","","","","","-6"
"666","845840058480","NIKE SWOOSH HEA","39.90","-6","","","","","-6"
"667","854712536667","כולל לולאות PU מזרון","195.00","-4","","","","","-4"
"668","856591000574","עבאדי 40 גרם","5.00","-144","-144","","","",""
"669","886952769055","1J793 - שרקול א/ס גב","","","","","","",""
"670","886952782863","M9697 X9697 - נייבי","","","","","","",""
"671","887768174699","US OPEN XD TBALL 3","35.00","-9","","","","","-9"
"672","887768196493","כדור טנייס-TEAM W 4T","35.00","-18","","","","","-18"
"673","887768403096","FIBA 3X3 REPLIC","159.00","-1","","","","","-1"
"674","887791197733","NIKE BIG MOUTH","48.00","-17","-8","","","","-9"
"675","887791197740","NIKE BIG MOUTH","48.00","-10","-1","","","","-9"
"676","887791197764","NIKE BIG MOUTH","48.00","-1","","","","","-1"
"677","887791197788","NIKE BIG MOUTH","40.00","","","","","",""
"678","887791197795","NIKE BIG MOUTH","40.00","","","","","",""
"679","887791197801","NIKE BIG MOUTH","50.00","-1","-1","","","",""
"680","887791197818","NIKE BIG MOUTH","48.00","-18","-9","","","","-9"
"681","887791197825","NIKE BIG MOUTH","39.90","-6","","","","","-6"
"682","887791401779","NIKE EVERYDAY PLAYGR","90.00","-3","","","","","-3"
"683","887791401793","NIKE EVERYDAY PLAYGR","95.90","-6","","","","","-6"
"684","887791402387","NIKE EVERYDAY ALL CO","159.90","-4","","","","","-4"
"685","887791402394","NIKE W GYM ESSE","99.00","-2","","","","","-2"
"686","887791410641","NIKE FUEL JUG 6","164.00","-11","-10","","","","-1"
"687","887791410689","NIKE FUEL JUG 6","159.90","-11","-9","","","","-2"
"688","887791410719","NIKE FUEL JUG 4","144.00","-12","-10","","","","-2"
"689","887791410900","NIKE FUEL JUG 4","180.00","-4","-2","","","","-2"
"690","887791410917","NIKE FUEL JUG 4","144.00","-12","-10","","","","-2"
"691","887791744975","בקבוק נייק אדום משאב","64.00","-1","","","","","-1"
"692","887791745033","NIKE REFUEL BOT","55.90","-2","","","","","-2"
"693","887791745101","NIKE REFUEL BOT","80.00","-3","-3","","","",""
"694","887791745149","NIKE REFUEL BOT","64.00","-15","-4","","","","-11"
"695","887791745156","NIKE REFUEL BOT","65.00","-24","-15","","","","-9"
"696","887791745187","NIKE REFUEL BOT","79.00","-10","","","","","-10"
"697","887791745200","NIKE REFUEL BOT","65.00","-25","-15","","","","-10"
"698","887791745231","NIKE REFUEL BOT","80.00","-3","-3","","","",""
"699","887791745248","NIKE REFUEL BOT","80.00","-24","-16","","","","-8"
"700","887791745286","NIKE REFUEL BOT","65.00","-18","-12","","","","-6"
"701","887791745309","NIKE REFUEL BOT","75.00","-4","","","","","-4"
"702","887791745323","NIKE REFUEL BOT","65.00","-28","-15","","","","-13"
"703","887791745491","NIKE W GYM ESSE","99.00","-5","","","","","-5"
"704","887791747518","NIKE REFUEL BOT","65.00","-9","-5","","","","-4"
"705","887791747556","NIKE REFUEL BOT","79.00","-16","-8","","","","-8"
"706","887791778260","NIKE FUEL JUG 6","164.00","-10","-9","","","","-1"
"707","887791778383","NIKE FUEL JUG 4","145.01","-5","-3","","","","-2"
"708","887791778499","NIKE W VAPOR EL","143.90","-3","","","","","-3"
"709","887791778512","NIKE VAPOR FG B","143.90","-7","","","","","-7"
"710","887791778529","NIKE VAPOR FG B","143.90","-3","","","","","-3"
"711","887791778543","NIKE VAPOR FG B","143.90","-3","","","","","-3"
"712","887791778833","NIKE W VAPOR EL","143.90","-2","","","","","-2"
"713","887791778840","NIKE W VAPOR FG","99.00","-9","","","","","-9"
"714","887791778857","NIKE VAPOR FG B","143.90","-6","","","","","-6"
"715","887791784544","NIKE W GYM ESSE","99.00","-3","","","","","-3"
"716","887791784568","NIKE W GYM ESSE","99.00","-3","","","","","-3"
"717","887791784575","NIKE M GYM ESSE","99.00","-7","","","","","-7"
"718","887791784582","NIKE W GYM ESSE","99.00","-5","","","","","-5"
"719","887791784599","NIKE W GYM ESSE","99.00","-9","","","","","-9"
"720","887791784612","NIKE W GYM ESSE","99.00","-3","","","","","-3"
"721","887791784629","NIKE M GYM ESSE","99.00","-6","","","","","-6"
"722","887791784643","NIKE M GYM ESSE","99.00","-8","","","","","-8"
"723","887791784650","NIKE M GYM ESSE","89.10","-9","","","","","-9"
"724","887791805362","NIKE FUEL JUG 6","164.00","-2","-2","","","",""
"725","887791805546","NIKE FUEL JUG 4","144.00","-11","-9","","","","-2"
"726","887791805591","NIKE FUEL JUG 6","164.00","-4","-4","","","",""
"727","887791805768","NIKE FUEL JUG 4","144.00","-6","-5","","","","-1"
"728","887791805959","NIKE FUEL JUG 4","180.00","-5","-4","","","","-1"
"729","887791805997","NIKE FUEL JUG 6","164.00","-2","-2","","","",""
"730","887791806277","Nike Swoosh Wristban","48.00","-2","","","","","-2"
"731","887791808400","NIKE SWOOSH WRI","47.90","-6","","","","","-6"
"732","887791809483","NIKE SWOOSH CLA","45.00","-3","","","","","-3"
"733","887791810410","NIKE SWOOSH CLA","45.00","-2","","","","","-2"
"734","888407237270","U NK EVERYDAY L","59.00","-16","","","","","-16"
"735","888407237287","U NK EVERYDAY L","59.00","-27","","","","","-27"
"736","888407239007","U NK ED LTWT ANKLE 3","59.00","-6","","","","","-6"
"737","888407239113","U NK ED LTWT ANKLE 3","59.00","-18","","","","","-18"
"738","888407239298","U NK ED LTWT ANKLE S","59.00","-6","","","","","-6"
"739","923524165287","גומיית התנגדות ידיות","39.00","-7","-7","","","",""
"740","1111111111112","FLAT SILICON CA","70.00","","","","","",""
"741","1111111111113","FLAT SILICON CA","70.00","","","","","",""
"742","1111111111114","MOULDED ISRAEL","70.00","","","","","",""
"743","1111111111115","FLAT SILICON CA","70.00","","","","","",""
"744","1200143836446","ACTIV COLL RBK-","129.90","1","","","","","1"
"745","1200143836453","ACTIV COLL RBK-","129.90","2","","","","","2"
"746","1200143836460","ACTIV COLL RBK-","129.90","2","","","","","2"
"747","1200143836477","ACTIV COLL RBK-","129.90","","","","","",""
"748","1200143836484","ACTIV COLL RBK-","129.90","1","","","","","1"
"749","1200161499258","ACTIV COLL RBK-","129.90","1","","","","","1"
"750","1200161499265","ACTIV COLL RBK-","129.90","2","","","","","2"
"751","1200161499272","ACTIV COLL RBK-","129.90","1","","","","","1"
"752","1200161499289","ACTIV COLL RBK-","129.90","1","","","","","1"
"753","1200161499296","ACTIV COLL RBK-","129.90","","","","","",""
"754","1200175183365","CLAXON 2PC TRAC","399.90","2","","","","","2"
"755","1200175183372","CLAXON 2PC TRAC","399.90","2","","","","","2"
"756","1200175183389","CLAXON 2PC TRAC","399.90","","","","","",""
"757","1200175183396","CLAXON 2PC TRAC","399.90","2","","","","","2"
"758","1200175183402","CLAXON 2PC TRAC","399.90","1","","","","","1"
"759","1200175183419","CLAXON 2PC TRAC","399.90","1","","","","","1"
"760","1200175334279","NOAH SMALL LOGO","229.90","3","","","","","3"
"761","1200175334286","NOAH SMALL LOGO","229.90","2","","","","","2"
"762","1200175334293","NOAH SMALL LOGO","229.90","","","","","",""
"763","1200175334309","NOAH SMALL LOGO","229.90","","","","","",""
"764","1200175334811","NOAH SMALL LOGO","199.90","2","","","","","2"
"765","1200175334828","NOAH SMALL LOGO","199.90","1","","","","","1"
"766","1200175334835","NOAH SMALL LOGO","199.90","","","","","",""
"767","1200175334842","NOAH SMALL LOGO","199.90","1","","","","","1"
"768","1200175906612","ID TRAIN SS TEC","99.90","","","","","",""
"769","1200175906643","ID TRAIN SS TEC","99.90","","","","","",""
"770","1200175906674","ID TRAIN SS TEC","99.90","","","","","",""
"771","1200175906704","ID TRAIN SS TEC","99.90","","","","","",""
"772","1200175906735","ID TRAIN SS TEC","99.90","","","","","",""
"773","1200175907329","ID TRAIN SS TEC","99.90","1","","","","","1"
"774","1200175907367","ID TRAIN SS TEC","99.90","1","","","","","1"
"775","1200175907398","ID TRAIN SS TEC","99.90","","","","","",""
"776","1200175907411","ID TRAIN SS TEC","99.90","","","","","",""
"777","1200175907459","ID TRAIN SS TEC","99.90","","","","","",""
"778","1200175909910","ID TRAIN SS TEC","99.90","","","","","",""
"779","1200175909941","ID TRAIN SS TEC","99.90","1","","","","","1"
"780","1200175909972","ID TRAIN SS TEC","99.90","","","","","",""
"781","1200175910008","ID TRAIN SS TEC","99.90","","","","","",""
"782","1200175910039","ID TRAIN SS TEC","99.90","","","","","",""
"783","1200175952114","RBK CHILL ATHLE","129.90","","","","","",""
"784","1200175952145","RBK CHILL ATHLE","129.90","2","","","","","2"
"785","1200175952176","RBK CHILL ATHLE","129.90","1","","","","","1"
"786","1200175952206","RBK CHILL ATHLE","129.90","1","","","","","1"
"787","1200175952664","RBK CHILL ATHLE","129.90","2","","","","","2"
"788","1200175953982","KENDAL CORE STR","179.90","","","","","",""
"789","1200175954149","KENDAL CORE STR","179.90","","","","","",""
"790","1200175954170","KENDAL CORE STR","179.90","","","","","",""
"791","1200179121134","LUX HI-RISE TIG","179.90","1","","","","","1"
"792","1200179121141","LUX HI-RISE TIG","179.90","","","","","",""
"793","1200179121158","LUX HI-RISE TIG","179.90","","","","","",""
"794","1200179121165","LUX HI-RISE TIG","179.90","","","","","",""
"795","1200179121172","LUX HI-RISE TIG","179.90","","","","","",""
"796","1234556678999","קרש משולש כחול","99.00","-38","-38","","","",""
"797","1514645121452","גומיית שיער בשקל","1.00","-34","","","","","-34"
"798","2200006538295","כדור זיזים 9","15.00","-4","","","","","-4"
"799","2200006538301","**כדור זיזים 7","10.00","-4","","","","","-4"
"800","2525252525251","כובע באקט מכביה 25","50.00","-10","-10","","","",""
"801","2525252525252","כובע מצחייה מכביה 25","80.00","-21","-21","","","",""
"802","2525252525253","סיכת מכביה 2022","15.00","-39","-39","","","",""
"803","3468330910395","MAY LOW בגד ים נשים","219.90","-1","-1","","","",""
"804","3468330910401","MAY LOW בגד ים נשים","219.90","","","","","",""
"805","3468330910418","MAY LOW בגד ים נשים","219.90","","","","","",""
"806","3468330910425","MAY LOW בגד ים נשים","219.90","","","","","",""
"807","3468330910432","MAY LOW בגד ים נשים","219.90","","","","","",""
"808","3468330987076","MAY LOW בגד ים נשים","219.90","","","","","",""
"809","3468330987083","ב.ים שלם מודפס נשים","219.90","-3","-3","","","",""
"810","3468330987090","ב.ים שלם מודפס נשים","219.90","2","2","","","",""
"811","3468330987106","ב.ים שלם מודפס נשים","219.90","","","","","",""
"812","3468331017086","אטמי אוזניים סיליקון","23.90","","","","","",""
"813","3468331414632","טיפות אנטי פוג","24.00","","","","","",""
"814","3468331419613","כובע POLYESTER נשים+","14.90","","","","","",""
"815","3468331419637","כובע POLYESTER נשים+","14.90","","","","","",""
"816","3468331419644","כובע POLYESTER נשים+","14.90","","","","","",""
"817","3468331817327","תחרותי בנים FX","1,399.00","1","1","","","",""
"818","3468332169258","PULL KICK קרש אימוני","119.90","","","","","",""
"819","3468332324060","SUPER NOSE CLIP II א","39.90","-1","-1","","","",""
"820","3468332550391","תיק רשת ארנה חול-שחו","39.90","","","","","",""
"821","3468332716643","כובע POLYESTER נשים+","14.90","","","","","",""
"822","3468332942974","משקפת I-MAX-שקוף עדש","99.90","","","","","",""
"823","3468332942998","משקפת I-MAX-שחור עדש","99.90","","","","","",""
"824","3468332943025","I-MAX JR שקוף/כחול","49.90","","","","","",""
"825","3468332943049","אפור I-MAX JR","49.90","","","","","",""
"826","3468332943056","I-MAX JRורוד","49.90","","","","","",""
"827","3468333250900","משקפת וולקן פרו שחור","49.90","","","","","",""
"828","3468333250986","משקפת אקס ריי חדשה","59.90","","","","","",""
"829","3468333252096","משקפת וולקן פרו ילדי","79.90","","","","","",""
"830","3468333252140","I-MAX JRכחול","99.90","","","","","",""
"831","3468333252263","משקפת ילדים spider","79.90","","","","","",""
"832","3468333252270","משקפת ילדים ונוער sp","79.90","251","3","","","246","2"
"833","3468333252287","משקפת ילדים ונוער sp","79.90","201","7","","","192","2"
"834","3468333252294","משקפת ספיידר ילדים א","69.90","","","","","",""
"835","3468333261555","תיק גב קבוצות ארנה א","150.00","","","","","",""
"836","3468333308359","אטמי אוזניים פלאג 3","34.90","","","","","",""
"837","3468333308397","מכנס התנגדות לאימוני","89.90","","","","","",""
"838","3468333308403","מכנס התנגדות לאימוני","89.90","","","","","",""
"839","3468333309257","קליפס אף מקצועי חדש","34.90","","","","","",""
"840","3468333312202","קליפס אף מיקס צבעים","34.90","","","","","",""
"841","3468333312219","קליפס אף מקצועי חדש","29.90","","","","","",""
"842","3468333428989","MAKIMURAX LOW C CUP","299.90","","","","","",""
"843","3468333428996","MAKIMURAX LOW C CUP","299.90","","","","","",""
"844","3468333429009","MAKIMURAX LOW C CUP","299.90","","","","","",""
