"מק""ט",תאור,ברקוד,תאור לועזי,סטטוס,טיפוס,לטיפול,יח' קניה/מכירה,משפחת מוצר/קוד מיון,תאור משפחה,פריט מרכז?,ספק מועדף,שם ספק,סרגל מידות,שם סרגל מידות,מחיר מקור לצרכן,מטבע המחירון,מחיר קניה,מטבע קניה,"מחיר בסיס כולל מע""מ",מחיר במחירון POS,"מחיר כולל מע""מ POS",פריט מקביל,מותג11,תאור פרמטר 11 למוצר,דיויזן12,תאור פרמטר 12 למוצר,מגדר13,תאור פרמטר 13 למוצר,עונה/שנה14,תאור פרמטר 14 למוצר,עונה15,תאור פרמטר 15 למוצר,ספורט ענף17,במחסן מחלקה19,קוד מיון אליטל,צבע,תאור צבע,סטטוס בפריוריטי
AR006985100,ARENA FINS ADULT,AR006985100,ARENA FINS ADULT,פעיל,R,revital_m,יח',00611,ציוד אימונים ארנה,Y,3100310055,ARENA ITALIA SPA,29,ארנה אביזרים2,199,שח,10.07,EUR,234.82,168.64,199,006985100,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,100,BLACK,חדש
AR006985130,ARENA FINS ADULT,AR006985130,ARENA FINS ADULT,פעיל,R,revital_m,יח',00611,ציוד אימונים ארנה,Y,3100310055,ARENA ITALIA SPA,29,ארנה אביזרים2,199,שח,10.07,EUR,234.82,168.64,199,006985130,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,130,SAGE,חדש
AR007085140,W ARENA WATER PRINTS BIKINI TRIANGLE,AR007085140,W ARENA WATER PRINTS BIKINI TRIANGLE,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,209,שח,10.68,EUR,246.62,177.12,209,007085140,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,140,INDIAN,חדש
AR007085340,W ARENA WATER PRINTS BIKINI TRIANGLE,AR007085340,W ARENA WATER PRINTS BIKINI TRIANGLE,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,209,שח,10.68,EUR,246.62,177.12,209,007085340,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,340,TROPIC,חדש
AR007085510,W ARENA WATER PRINTS BIKINI TRIANGLE,AR007085510,W ARENA WATER PRINTS BIKINI TRIANGLE,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,209,שח,10.68,EUR,246.62,177.12,209,007085510,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,510,HEDGE,חדש
AR007085710,W ARENA WATER PRINTS BIKINI TRIANGLE,AR007085710,W ARENA WATER PRINTS BIKINI TRIANGLE,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,209,שח,10.68,EUR,246.62,177.12,209,007085710,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,710,IRIS,חדש
AR007085860,W ARENA WATER PRINTS BIKINI TRIANGLE,AR007085860,W ARENA WATER PRINTS BIKINI TRIANGLE,פעיל,R,revital_m,יח',00600,690- ארנה שונות+דוגמאות+סטוקים,Y,3100310055,ARENA ITALIA SPA,74,ארנה,209,שח,10.68,EUR,246.62,177.12,209,007085860,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,860,LEOPARD GREEN,חדש
AR007365340,W ARENA WATER PRINTS BEACH SHORT,AR007365340,W ARENA WATER PRINTS BEACH SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,169,שח,8.550000000000001,EUR,199.42,143.22,169,007365340,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,340,TROPIC,חדש
AR007365510,W ARENA WATER PRINTS BEACH SHORT,AR007365510,W ARENA WATER PRINTS BEACH SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,169,שח,8.550000000000001,EUR,199.42,143.22,169,007365510,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,510,HEDGE,חדש
AR007365710,W ARENA WATER PRINTS BEACH SHORT,AR007365710,W ARENA WATER PRINTS BEACH SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,169,שח,8.550000000000001,EUR,199.42,143.22,169,007365710,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,710,IRIS,חדש
AR007365800,W ARENA WATER PRINTS BEACH SHORT,AR007365800,W ARENA WATER PRINTS BEACH SHORT,פעיל,R,revital_m,יח',00603,בגדי ים גברים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,169,שח,8.550000000000001,EUR,199.42,143.22,169,007365800,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,800,LEOPARD GREEN,חדש
AR008139290,WOMEN'S ARENA SWIMSUIT MILENA WING BACK,AR008139290,WOMEN'S ARENA SWIMSUIT MILENA WING BACK,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,23,טכסטיל מס.  26<64,319,שח,16.11,EUR,376.42,270.34,319,008139290,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,290,NEW MOKA,חדש
AR008139500,WOMEN'S ARENA SWIMSUIT MILENA WING BACK,AR008139500,WOMEN'S ARENA SWIMSUIT MILENA WING BACK,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,23,טכסטיל מס.  26<64,319,שח,16.11,EUR,376.42,270.34,319,008139500,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,500,BLACK,חדש
AR008139720,WOMEN'S ARENA SWIMSUIT MILENA WING BACK,AR008139720,WOMEN'S ARENA SWIMSUIT MILENA WING BACK,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,23,טכסטיל מס.  26<64,319,שח,16.11,EUR,376.42,270.34,319,008139720,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,720,NAVY,חדש
AR008140290,W ARENA SWIMSUIT MILENA WING BACK C CUP,AR008140290,W ARENA SWIMSUIT MILENA WING BACK C CUP,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,23,טכסטיל מס.  26<64,319,שח,16.11,EUR,376.42,270.34,319,008140290,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,290,NEW MOKA,חדש
AR008140500,W ARENA SWIMSUIT MILENA WING BACK C CUP,AR008140500,W ARENA SWIMSUIT MILENA WING BACK C CUP,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,23,טכסטיל מס.  26<64,319,שח,16.11,EUR,376.42,270.34,319,008140500,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,500,BLACK,חדש
AR008140720,W ARENA SWIMSUIT MILENA WING BACK C CUP,AR008140720,W ARENA SWIMSUIT MILENA WING BACK C CUP,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,23,טכסטיל מס.  26<64,319,שח,16.11,EUR,376.42,270.34,319,008140720,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,720,NAVY,חדש
AR008537200,ARENA 365 GOGGLES MR,AR008537200,ARENA 365 GOGGLES MR,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,109,שח,5.37,EUR,128.62,92.37,109,008537200,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,200,MIRROR_SILVER-GREY-BLACK,חדש
AR008537201,ARENA 365 GOGGLES MR,AR008537201,ARENA 365 GOGGLES MR,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,109,שח,5.37,EUR,128.62,92.37,109,008537201,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,201,MIRROR_BLUE-WHITE-BLACK,חדש
AR008538205,ARENA 365 GOGGLES JR,AR008538205,ARENA 365 GOGGLES JR,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,79,שח,3.8,EUR,93.22,66.95,79,008538205,40029,ארנה,14,ציוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,205,LIGHT_BLUE - BLUE - LIGHT_BLUE,חדש
AR008538207,ARENA 365 GOGGLES JR,AR008538207,ARENA 365 GOGGLES JR,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,79,שח,3.8,EUR,93.22,66.95,79,008538207,40029,ארנה,14,ציוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,207,CLEAR-PINK-VIOLET,חדש
AR008538210,ARENA 365 GOGGLES JR,AR008538210,ARENA 365 GOGGLES JR,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,79,שח,3.8,EUR,93.22,66.95,79,008538210,40029,ארנה,14,ציוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,210,SMOKE-WHITE-CLEAR,חדש
AR008538211,ARENA 365 GOGGLES JR,AR008538211,ARENA 365 GOGGLES JR,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,79,שח,3.8,EUR,93.22,66.95,79,008538211,40029,ארנה,14,ציוד,33,נוער/ילדים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,211,CLEAR - RED - BLUE,חדש
AR008540100,THE ONE PLUS,AR008540100,THE ONE PLUS,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,119,שח,5.94,EUR,140.42,100.85,119,008540100,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,100,CLEAR-GREY_BLUE,קיים
AR008540200,THE ONE PLUS,AR008540200,THE ONE PLUS,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,119,שח,5.94,EUR,140.42,100.85,119,008540200,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,200,SMOKE-BLACK,קיים
AR008540201,THE ONE PLUS,AR008540201,THE ONE PLUS,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,109,שח,5.37,EUR,128.62,92.37,109,008540201,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,201,LIGHT_SMOKE-BLACK-WHITE,חדש
AR008540300,THE ONE PLUS,AR008540300,THE ONE PLUS,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,119,שח,5.94,EUR,140.42,100.85,119,008540300,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,300,BLUE-WHITE-GREY_BLUE,קיים
AR008540301,THE ONE PLUS,AR008540301,THE ONE PLUS,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,119,שח,5.94,EUR,140.42,100.85,119,008540301,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,301,CLEAR-WHITE-BLUE,קיים
AR008540302,THE ONE PLUS,AR008540302,THE ONE PLUS,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,109,שח,5.37,EUR,128.62,92.37,109,008540302,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,302,BLUE-BLUE-BLUE,חדש
AR008540400,THE ONE PLUS,AR008540400,THE ONE PLUS,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,109,שח,5.37,EUR,128.62,92.37,109,008540400,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,400,SMOKE-WHITE-SAGE,חדש
AR008540500,THE ONE PLUS,AR008540500,THE ONE PLUS,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,109,שח,5.37,EUR,128.62,92.37,109,008540500,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,500,SMOKE-SAGE,חדש
AR008540600,THE ONE PLUS,AR008540600,THE ONE PLUS,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,119,שח,5.94,EUR,140.42,100.85,119,008540600,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,600,LIGHT_SMOKE-BLUE-BLACK,קיים
AR008541100,THE ONE PLUS MIRROR,AR008541100,THE ONE PLUS MIRROR,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,129,שח,6.71,EUR,152.22,109.32,129,008541100,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,100,BLUE_MIRROR-GREY_BLUE,חדש
AR008541200,THE ONE PLUS MIRROR,AR008541200,THE ONE PLUS MIRROR,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,129,שח,6.71,EUR,152.22,109.32,129,008541200,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,200,SILVER_MIRROR-BLACK,חדש
AR008541300,THE ONE PLUS MIRROR,AR008541300,THE ONE PLUS MIRROR,פעיל,R,revital_m,יח',00609,משקפות שחייה ארנה,Y,3100310055,ARENA ITALIA SPA,1,ללא מידות,129,שח,6.71,EUR,152.22,109.32,129,008541300,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,300,BLUE_MIRROR-WHITE,חדש
AR008868505,W ARENA SWIMSUIT VICTORIA U BACK SOLID,AR008868505,W ARENA SWIMSUIT VICTORIA U BACK SOLID,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,23,טכסטיל מס.  26<64,209,שח,10.74,EUR,246.62,177.12,209,008868505,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,505,BLACK,חדש
AR008868605,W ARENA SWIMSUIT VICTORIA U BACK SOLID,AR008868605,W ARENA SWIMSUIT VICTORIA U BACK SOLID,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,23,טכסטיל מס.  26<64,209,שח,10.74,EUR,246.62,177.12,209,008868605,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,605,BLUE COSMO,חדש
AR008868700,W ARENA SWIMSUIT VICTORIA U BACK SOLID,AR008868700,W ARENA SWIMSUIT VICTORIA U BACK SOLID,פעיל,R,revital_m,יח',00601,בגדי ים נשים ארנה,Y,3100310055,ARENA ITALIA SPA,23,טכסטיל מס.  26<64,209,שח,10.74,EUR,246.62,177.12,209,008868700,40029,ארנה,12,ביגוד,32,נשים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,700,NAVY,חדש
AR008886155,MEN'S ARENA SOLID SWIM BRIEFS,AR008886155,MEN'S ARENA SOLID SWIM BRIEFS,פעיל,R,revital_m,יח',00602,אנטי סאן נשים ארנה,Y,3100310055,ARENA ITALIA SPA,27,ארנה מקצועי 60-110,149,שח,7.48,EUR,175.82,126.27,149,008886155,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,155,GLASS WHITE-BLACK,חדש
AR008886665,MEN'S ARENA SOLID SWIM BRIEFS,AR008886665,MEN'S ARENA SOLID SWIM BRIEFS,פעיל,R,revital_m,יח',00602,אנטי סאן נשים ארנה,Y,3100310055,ARENA ITALIA SPA,27,ארנה מקצועי 60-110,149,שח,7.48,EUR,175.82,126.27,149,008886665,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,665,SAGE-YELLOW STAR,חדש
AR008886788,MEN'S ARENA SOLID SWIM BRIEFS,AR008886788,MEN'S ARENA SOLID SWIM BRIEFS,פעיל,R,revital_m,יח',00602,אנטי סאן נשים ארנה,Y,3100310055,ARENA ITALIA SPA,27,ארנה מקצועי 60-110,149,שח,7.48,EUR,175.82,126.27,149,008886788,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,788,NAVY-WATER,חדש
AR008886850,MEN'S ARENA SOLID SWIM BRIEFS,AR008886850,MEN'S ARENA SOLID SWIM BRIEFS,פעיל,R,revital_m,יח',00602,אנטי סאן נשים ארנה,Y,3100310055,ARENA ITALIA SPA,27,ארנה מקצועי 60-110,149,שח,7.48,EUR,175.82,126.27,149,008886850,40029,ארנה,12,ביגוד,31,גברים,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,850,TURQUOISE-BLACK,חדש
AR009019510,ARENA ZEPPELIN LIGHT ROBE,AR009019510,ARENA ZEPPELIN LIGHT ROBE,פעיל,R,revital_m,יח',00611,ציוד אימונים ארנה,Y,3100310055,ARENA ITALIA SPA,74,ארנה,269,שח,13.43,EUR,317.42,227.97,269,009019510,40029,ארנה,14,ציוד,30,יוניסקס,SS27,קיץ 27,SS,קיץ,SWIM,UNIT,UNIT,510,ASPHALT-WHITE,חדש
