משפחה,ספק מועדף,מקט ספק פרמטר 4,מקט,תיאור פריט,תיאור פריט,צבע,מותג,דויזן,מגדר,עונה/שנה,עונה,מאפיין,ענף ספורט end use,רויאלטיז,מחלקה במחסן,מגה תת קבוצה,סרגל,,מחיר בסיס/מחיר צרכן קטלוגי,סוג חלוקה,מחיר קנייה EUR,קוד מטבע,תקן עלות ₪,קוד מיון אליטל,מחירון 1/סיטונאי קטלוגי,מחירון 2/סיטונאי נטו,מחירון 3/צרכן רשת,מחירון 4/ סיטונאי MGS
00603,3100310055,012411520,AR012411520,M ARENA WATER PRINTS BEACH BOXER,M ARENA WATER PRINTS BEACH BOXER,520,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,189,,9.609999999999999,EUR,,UNIT,94,,189,
00603,3100310055,012411625,AR012411625,M ARENA WATER PRINTS BEACH BOXER,M ARENA WATER PRINTS BEACH BOXER,625,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,189,,9.609999999999999,EUR,,UNIT,94,,189,
00603,3100310055,012411650,AR012411650,M ARENA WATER PRINTS BEACH BOXER,M ARENA WATER PRINTS BEACH BOXER,650,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,189,,9.609999999999999,EUR,,UNIT,94,,189,
00603,3100310055,012411710,AR012411710,M ARENA WATER PRINTS BEACH BOXER,M ARENA WATER PRINTS BEACH BOXER,710,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,189,,9.609999999999999,EUR,,UNIT,94,,189,
00603,3100310055,012411711,AR012411711,M ARENA WATER PRINTS BEACH BOXER,M ARENA WATER PRINTS BEACH BOXER,711,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,189,,9.609999999999999,EUR,,UNIT,94,,189,
00603,3100310055,012411720,AR012411720,M ARENA WATER PRINTS BEACH BOXER,M ARENA WATER PRINTS BEACH BOXER,720,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,189,,9.609999999999999,EUR,,UNIT,94,,189,
00603,3100310055,012411750,AR012411750,M ARENA WATER PRINTS BEACH BOXER,M ARENA WATER PRINTS BEACH BOXER,750,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,189,,9.609999999999999,EUR,,UNIT,94,,189,
00603,3100310055,012411790,AR012411790,M ARENA WATER PRINTS BEACH BOXER,M ARENA WATER PRINTS BEACH BOXER,790,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,189,,9.609999999999999,EUR,,UNIT,94,,189,
00603,3100310055,012411800,AR012411800,M ARENA WATER PRINTS BEACH BOXER,M ARENA WATER PRINTS BEACH BOXER,800,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,189,,9.609999999999999,EUR,,UNIT,94,,189,
00603,3100310055,012411900,AR012411900,M ARENA WATER PRINTS BEACH BOXER,M ARENA WATER PRINTS BEACH BOXER,900,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,189,,9.609999999999999,EUR,,UNIT,94,,189,
00603,3100310055,012411910,AR012411910,M ARENA WATER PRINTS BEACH BOXER,M ARENA WATER PRINTS BEACH BOXER,910,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,189,,9.609999999999999,EUR,,UNIT,94,,189,
00601,3100310055,012415200,AR012415200,W ARENA IRIDESCENT SWIMSUIT,W ARENA IRIDESCENT SWIMSUIT,200,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,339,,17.09,EUR,,UNIT,170,,339,
00601,3100310055,012415550,AR012415550,W ARENA IRIDESCENT SWIMSUIT,W ARENA IRIDESCENT SWIMSUIT,550,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,339,,17.09,EUR,,UNIT,170,,339,
00603,3100310055,012416200,AR012416200,M ARENA SIDE TAPES BEACH L-SHORT,M ARENA SIDE TAPES BEACH L-SHORT,200,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,209,,10.68,EUR,,UNIT,104,,209,
00603,3100310055,012416430,AR012416430,M ARENA SIDE TAPES BEACH L-SHORT,M ARENA SIDE TAPES BEACH L-SHORT,430,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,209,,10.68,EUR,,UNIT,104,,209,
00603,3100310055,012416600,AR012416600,M ARENA SIDE TAPES BEACH L-SHORT,M ARENA SIDE TAPES BEACH L-SHORT,600,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,209,,10.68,EUR,,UNIT,104,,209,
00603,3100310055,012416700,AR012416700,M ARENA SIDE TAPES BEACH L-SHORT,M ARENA SIDE TAPES BEACH L-SHORT,700,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,209,,10.68,EUR,,UNIT,104,,209,
00603,3100310055,012419600,AR012419600,M ARENA SLIM FIT BEACH SHORT,M ARENA SLIM FIT BEACH SHORT,600,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,189,,9.609999999999999,EUR,,UNIT,94,,189,
00603,3100310055,012419700,AR012419700,M ARENA SLIM FIT BEACH SHORT,M ARENA SLIM FIT BEACH SHORT,700,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,189,,9.609999999999999,EUR,,UNIT,94,,189,
00603,3100310055,012419820,AR012419820,M ARENA SLIM FIT BEACH SHORT,M ARENA SLIM FIT BEACH SHORT,820,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,189,,9.609999999999999,EUR,,UNIT,94,,189,
00603,3100310055,012419900,AR012419900,M ARENA SLIM FIT BEACH SHORT,M ARENA SLIM FIT BEACH SHORT,900,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,189,,9.609999999999999,EUR,,UNIT,94,,189,
00600,3100310055,012420500,AR012420500,W ARENA BIKINI TRIANGLE TEXTURE,W ARENA BIKINI TRIANGLE TEXTURE,500,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,339,,17.09,EUR,,UNIT,170,,339,
00600,3100310055,012420900,AR012420900,W ARENA BIKINI TRIANGLE TEXTURE,W ARENA BIKINI TRIANGLE TEXTURE,900,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,339,,17.09,EUR,,UNIT,170,,339,
00601,3100310055,012421500,AR012421500,W ARENA TEXTURED MONOCROMO SWIMSUIT,W ARENA TEXTURED MONOCROMO SWIMSUIT,500,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,359,,18.16,EUR,,UNIT,180,,359,
00601,3100310055,012421900,AR012421900,W ARENA TEXTURED MONOCROMO SWIMSUIT,W ARENA TEXTURED MONOCROMO SWIMSUIT,900,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,359,,18.16,EUR,,UNIT,180,,359,
00601,3100310055,012422140,AR012422140,W ARENA WATER PRINTS SWIMSUIT,W ARENA WATER PRINTS SWIMSUIT,140,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,239,,11.75,EUR,,UNIT,120,,239,
00601,3100310055,012422510,AR012422510,W ARENA WATER PRINTS SWIMSUIT,W ARENA WATER PRINTS SWIMSUIT,510,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,239,,11.75,EUR,,UNIT,120,,239,
00601,3100310055,012422781,AR012422781,W ARENA WATER PRINTS SWIMSUIT,W ARENA WATER PRINTS SWIMSUIT,781,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,239,,11.75,EUR,,UNIT,120,,239,
00601,3100310055,012422860,AR012422860,W ARENA WATER PRINTS SWIMSUIT,W ARENA WATER PRINTS SWIMSUIT,860,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,239,,11.75,EUR,,UNIT,120,,239,
00600,3100310055,012423250,AR012423250,W ARENA WATER PRINTS BIKINI BRALETTE NEW,W ARENA WATER PRINTS BIKINI BRALETTE NEW,250,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,239,,11.75,EUR,,UNIT,120,,239,
00600,3100310055,012423510,AR012423510,W ARENA WATER PRINTS BIKINI BRALETTE NEW,W ARENA WATER PRINTS BIKINI BRALETTE NEW,510,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,239,,11.75,EUR,,UNIT,120,,239,
00600,3100310055,012423610,AR012423610,W ARENA WATER PRINTS BIKINI BRALETTE NEW,W ARENA WATER PRINTS BIKINI BRALETTE NEW,610,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,239,,11.75,EUR,,UNIT,120,,239,
00600,3100310055,012423781,AR012423781,W ARENA WATER PRINTS BIKINI BRALETTE NEW,W ARENA WATER PRINTS BIKINI BRALETTE NEW,781,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,239,,11.75,EUR,,UNIT,120,,239,
00603,3100310055,012424250,AR012424250,M ARENA RIP STOP SIDE BAND BEACH SHORT,M ARENA RIP STOP SIDE BAND BEACH SHORT,250,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,179,,8.970000000000001,EUR,,UNIT,90,,179,
00603,3100310055,012424600,AR012424600,M ARENA RIP STOP SIDE BAND BEACH SHORT,M ARENA RIP STOP SIDE BAND BEACH SHORT,600,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,179,,8.970000000000001,EUR,,UNIT,90,,179,
00603,3100310055,012424820,AR012424820,M ARENA RIP STOP SIDE BAND BEACH SHORT,M ARENA RIP STOP SIDE BAND BEACH SHORT,820,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,179,,8.970000000000001,EUR,,UNIT,90,,179,
00603,3100310055,012424910,AR012424910,M ARENA RIP STOP SIDE BAND BEACH SHORT,M ARENA RIP STOP SIDE BAND BEACH SHORT,910,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,179,,8.970000000000001,EUR,,UNIT,90,,179,
00600,3100310055,012425250,AR012425250,W ARENA WATER PRINTS BIKINI BANDEAU NEW,W ARENA WATER PRINTS BIKINI BANDEAU NEW,250,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,209,,10.68,EUR,,UNIT,104,,209,
00600,3100310055,012425340,AR012425340,W ARENA WATER PRINTS BIKINI BANDEAU NEW,W ARENA WATER PRINTS BIKINI BANDEAU NEW,340,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,209,,10.68,EUR,,UNIT,104,,209,
00600,3100310055,012425710,AR012425710,W ARENA WATER PRINTS BIKINI BANDEAU NEW,W ARENA WATER PRINTS BIKINI BANDEAU NEW,710,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,209,,10.68,EUR,,UNIT,104,,209,
00600,3100310055,012425860,AR012425860,W ARENA WATER PRINTS BIKINI BANDEAU NEW,W ARENA WATER PRINTS BIKINI BANDEAU NEW,860,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,209,,10.68,EUR,,UNIT,104,,209,
00600,3100310055,012426150,AR012426150,W ARENA BOLD LINES BIKINI BRASSIERE,W ARENA BOLD LINES BIKINI BRASSIERE,150,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,249,,12.39,EUR,,UNIT,124,,249,
00600,3100310055,012426230,AR012426230,W ARENA BOLD LINES BIKINI BRASSIERE,W ARENA BOLD LINES BIKINI BRASSIERE,230,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,249,,12.39,EUR,,UNIT,124,,249,
00600,3100310055,012426710,AR012426710,W ARENA BOLD LINES BIKINI BRASSIERE,W ARENA BOLD LINES BIKINI BRASSIERE,710,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,249,,12.39,EUR,,UNIT,124,,249,
00600,3100310055,012427230,AR012427230,W ARENA BOLD LINES BIKINI TRIANGLE,W ARENA BOLD LINES BIKINI TRIANGLE,230,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,249,,12.39,EUR,,UNIT,124,,249,
00600,3100310055,012427510,AR012427510,W ARENA BOLD LINES BIKINI TRIANGLE,W ARENA BOLD LINES BIKINI TRIANGLE,510,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,249,,12.39,EUR,,UNIT,124,,249,
00600,3100310055,012427710,AR012427710,W ARENA BOLD LINES BIKINI TRIANGLE,W ARENA BOLD LINES BIKINI TRIANGLE,710,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,249,,12.39,EUR,,UNIT,124,,249,
00600,3100310055,012428700,AR012428700,W ARENA MONOCROMO BIKINI TRIANGLE,W ARENA MONOCROMO BIKINI TRIANGLE,700,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,259,,12.82,EUR,,UNIT,130,,259,
00600,3100310055,012428900,AR012428900,W ARENA MONOCROMO BIKINI TRIANGLE,W ARENA MONOCROMO BIKINI TRIANGLE,900,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,259,,12.82,EUR,,UNIT,130,,259,
00603,3100310055,012429470,AR012429470,M ARENA SIDE PANELS LOGO BEACH BOXER,M ARENA SIDE PANELS LOGO BEACH BOXER,470,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,179,,8.970000000000001,EUR,,UNIT,90,,179,
00603,3100310055,012429510,AR012429510,M ARENA SIDE PANELS LOGO BEACH BOXER,M ARENA SIDE PANELS LOGO BEACH BOXER,510,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,179,,8.970000000000001,EUR,,UNIT,90,,179,
00603,3100310055,012429760,AR012429760,M ARENA SIDE PANELS LOGO BEACH BOXER,M ARENA SIDE PANELS LOGO BEACH BOXER,760,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,179,,8.970000000000001,EUR,,UNIT,90,,179,
00603,3100310055,012429780,AR012429780,M ARENA SIDE PANELS LOGO BEACH BOXER,M ARENA SIDE PANELS LOGO BEACH BOXER,780,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,179,,8.970000000000001,EUR,,UNIT,90,,179,
00603,3100310055,012429810,AR012429810,M ARENA SIDE PANELS LOGO BEACH BOXER,M ARENA SIDE PANELS LOGO BEACH BOXER,810,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,179,,8.970000000000001,EUR,,UNIT,90,,179,
00603,3100310055,012430300,AR012430300,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,300,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,8.119999999999999,EUR,,UNIT,80,,159,
00603,3100310055,012430430,AR012430430,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,430,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,8.119999999999999,EUR,,UNIT,80,,159,
00603,3100310055,012430500,AR012430500,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,500,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,8.119999999999999,EUR,,UNIT,80,,159,
00603,3100310055,012430600,AR012430600,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,600,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,8.119999999999999,EUR,,UNIT,80,,159,
00603,3100310055,012430610,AR012430610,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,610,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,8.119999999999999,EUR,,UNIT,80,,159,
00603,3100310055,012430640,AR012430640,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,640,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,8.119999999999999,EUR,,UNIT,80,,159,
00603,3100310055,012430700,AR012430700,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,700,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,8.119999999999999,EUR,,UNIT,80,,159,
00603,3100310055,012430800,AR012430800,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,800,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,8.119999999999999,EUR,,UNIT,80,,159,
00603,3100310055,012430810,AR012430810,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,810,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,8.119999999999999,EUR,,UNIT,80,,159,
00603,3100310055,012431110,AR012431110,M SEERSUCKER CHECK SHORT,M SEERSUCKER CHECK SHORT,110,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,8.119999999999999,EUR,,UNIT,80,,159,
00603,3100310055,012431430,AR012431430,M SEERSUCKER CHECK SHORT,M SEERSUCKER CHECK SHORT,430,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,8.119999999999999,EUR,,UNIT,80,,159,
00603,3100310055,012431690,AR012431690,M SEERSUCKER CHECK SHORT,M SEERSUCKER CHECK SHORT,690,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,8.119999999999999,EUR,,UNIT,80,,159,
00603,3100310055,012431700,AR012431700,M SEERSUCKER CHECK SHORT,M SEERSUCKER CHECK SHORT,700,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,8.119999999999999,EUR,,UNIT,80,,159,
00603,3100310055,012431820,AR012431820,M SEERSUCKER CHECK SHORT,M SEERSUCKER CHECK SHORT,820,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,8.119999999999999,EUR,,UNIT,80,,159,
00603,3100310055,012433110,AR012433110,M ARENA BYWAYX II L-SHORT,M ARENA BYWAYX II L-SHORT,110,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,149,,7.48,EUR,,UNIT,74,,149,
00603,3100310055,012433430,AR012433430,M ARENA BYWAYX II L-SHORT,M ARENA BYWAYX II L-SHORT,430,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,149,,7.48,EUR,,UNIT,74,,149,
00603,3100310055,012433500,AR012433500,M ARENA BYWAYX II L-SHORT,M ARENA BYWAYX II L-SHORT,500,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,149,,7.48,EUR,,UNIT,74,,149,
00603,3100310055,012433610,AR012433610,M ARENA BYWAYX II L-SHORT,M ARENA BYWAYX II L-SHORT,610,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,149,,7.48,EUR,,UNIT,74,,149,
00603,3100310055,012433640,AR012433640,M ARENA BYWAYX II L-SHORT,M ARENA BYWAYX II L-SHORT,640,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,149,,7.48,EUR,,UNIT,74,,149,
00603,3100310055,012433690,AR012433690,M ARENA BYWAYX II L-SHORT,M ARENA BYWAYX II L-SHORT,690,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,149,,7.48,EUR,,UNIT,74,,149,
00603,3100310055,012433700,AR012433700,M ARENA BYWAYX II L-SHORT,M ARENA BYWAYX II L-SHORT,700,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,149,,7.48,EUR,,UNIT,74,,149,
00603,3100310055,012433800,AR012433800,M ARENA BYWAYX II L-SHORT,M ARENA BYWAYX II L-SHORT,800,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,149,,7.48,EUR,,UNIT,74,,149,
00603,3100310055,012433810,AR012433810,M ARENA BYWAYX II L-SHORT,M ARENA BYWAYX II L-SHORT,810,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,149,,7.48,EUR,,UNIT,74,,149,
00603,3100310055,012433820,AR012433820,M ARENA BYWAYX II L-SHORT,M ARENA BYWAYX II L-SHORT,820,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,149,,7.48,EUR,,UNIT,74,,149,
00616,3100310055,012434500,AR012434500,PARKA ROBE SOLID,PARKA ROBE SOLID,500,40029,12,30,SS27,SS,,SWIM,,UNIT,,74,,669,,33.57,EUR,,UNIT,334,,669,
00616,3100310055,012434700,AR012434700,PARKA ROBE SOLID,PARKA ROBE SOLID,700,40029,12,30,SS27,SS,,SWIM,,UNIT,,74,,669,,33.57,EUR,,UNIT,334,,669,
00600,3100310055,012441430,AR012441430,M GARMENT DYE T-SHIRT,M GARMENT DYE T-SHIRT,430,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,259,,12.82,EUR,,UNIT,130,,259,
00600,3100310055,012441500,AR012441500,M GARMENT DYE T-SHIRT,M GARMENT DYE T-SHIRT,500,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,259,,12.82,EUR,,UNIT,130,,259,
00600,3100310055,012441600,AR012441600,M GARMENT DYE T-SHIRT,M GARMENT DYE T-SHIRT,600,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,259,,12.82,EUR,,UNIT,130,,259,
00603,3100310055,012442430,AR012442430,M GARMENT DYE BERMUDA,M GARMENT DYE BERMUDA,430,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,319,,16.02,EUR,,UNIT,160,,319,
00603,3100310055,012442500,AR012442500,M GARMENT DYE BERMUDA,M GARMENT DYE BERMUDA,500,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,319,,16.02,EUR,,UNIT,160,,319,
00603,3100310055,012442600,AR012442600,M GARMENT DYE BERMUDA,M GARMENT DYE BERMUDA,600,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,319,,16.02,EUR,,UNIT,160,,319,
00603,3100310055,012443250,AR012443250,M ARENA EVOLUTION WALKING BERMUDA,M ARENA EVOLUTION WALKING BERMUDA,250,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,299,,14.95,EUR,,UNIT,150,,299,
00603,3100310055,012443600,AR012443600,M ARENA EVOLUTION WALKING BERMUDA,M ARENA EVOLUTION WALKING BERMUDA,600,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,299,,14.95,EUR,,UNIT,150,,299,
00600,3100310055,012444110,AR012444110,M ARENA SIDE TAPES HOODIE,M ARENA SIDE TAPES HOODIE,110,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,359,,18.16,EUR,,UNIT,180,,359,
00600,3100310055,012444200,AR012444200,M ARENA SIDE TAPES HOODIE,M ARENA SIDE TAPES HOODIE,200,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,359,,18.16,EUR,,UNIT,180,,359,
00603,3100310055,012445500,AR012445500,W ARENA EVOLUTION SHORT,W ARENA EVOLUTION SHORT,500,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,189,,9.609999999999999,EUR,,UNIT,94,,189,
00603,3100310055,012445600,AR012445600,W ARENA EVOLUTION SHORT,W ARENA EVOLUTION SHORT,600,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,189,,9.609999999999999,EUR,,UNIT,94,,189,
00600,3100310055,012446500,AR012446500,W ARENA EVOLUTION CARGO PANT,W ARENA EVOLUTION CARGO PANT,500,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,259,,12.82,EUR,,UNIT,130,,259,
00601,3100310055,012450560,AR012450560,W ARENA SWIMSUIT SILVIA 2 CROSS BACK,W ARENA SWIMSUIT SILVIA 2 CROSS BACK,560,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,339,,16.79,EUR,,UNIT,170,,339,
00601,3100310055,012450910,AR012450910,W ARENA SWIMSUIT SILVIA 2 CROSS BACK,W ARENA SWIMSUIT SILVIA 2 CROSS BACK,910,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,339,,16.79,EUR,,UNIT,170,,339,
00601,3100310055,012456555,AR012456555,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,555,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,219,,11.19,EUR,,UNIT,110,,219,
00601,3100310055,012456659,AR012456659,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,659,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,219,,11.19,EUR,,UNIT,110,,219,
00601,3100310055,012456788,AR012456788,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,W ARENA BOLD LINES SWIMSUIT SWIM PRO LB,788,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,219,,11.19,EUR,,UNIT,110,,219,
00601,3100310055,012489160,AR012489160,W ARENA LOGOTYPE CUTOUT SWIMSUIT,W ARENA LOGOTYPE CUTOUT SWIMSUIT,160,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,259,,12.82,EUR,,UNIT,130,,259,
00601,3100310055,012489310,AR012489310,W ARENA LOGOTYPE CUTOUT SWIMSUIT,W ARENA LOGOTYPE CUTOUT SWIMSUIT,310,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,259,,12.82,EUR,,UNIT,130,,259,
00601,3100310055,012489510,AR012489510,W ARENA LOGOTYPE CUTOUT SWIMSUIT,W ARENA LOGOTYPE CUTOUT SWIMSUIT,510,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,259,,12.82,EUR,,UNIT,130,,259,
00600,3100310055,012490160,AR012490160,W ARENA LOGOTYPE BIKINI BRASSIERE,W ARENA LOGOTYPE BIKINI BRASSIERE,160,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,259,,12.82,EUR,,UNIT,130,,259,
00600,3100310055,012490310,AR012490310,W ARENA LOGOTYPE BIKINI BRASSIERE,W ARENA LOGOTYPE BIKINI BRASSIERE,310,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,259,,12.82,EUR,,UNIT,130,,259,
00600,3100310055,012490510,AR012490510,W ARENA LOGOTYPE BIKINI BRASSIERE,W ARENA LOGOTYPE BIKINI BRASSIERE,510,40029,12,32,SS27,SS,,SWIM,,UNIT,,74,,259,,12.82,EUR,,UNIT,130,,259,
00600,3100310055,012491700,AR012491700,ARENA VELOUR TOWEL,ARENA VELOUR TOWEL,700,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,219,,11.19,EUR,,UNIT,110,,219,
00600,3100310055,012494300,AR012494300,ARENA SUNSET TOWEL,ARENA SUNSET TOWEL,300,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,199,,10.07,EUR,,UNIT,100,,199,
00600,3100310055,012495710,AR012495710,ARENA SWIMMER TOWEL,ARENA SWIMMER TOWEL,710,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,199,,10.07,EUR,,UNIT,100,,199,
00600,3100310055,012496510,AR012496510,ARENA HEDGE TOWEL,ARENA HEDGE TOWEL,510,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,199,,10.07,EUR,,UNIT,100,,199,
00600,3100310055,012497340,AR012497340,ARENA TROPIC TOWEL,ARENA TROPIC TOWEL,340,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,199,,10.07,EUR,,UNIT,100,,199,
00600,3100310055,012498100,AR012498100,M ARENA EVOLUTION POCKET T-SHIRT,M ARENA EVOLUTION POCKET T-SHIRT,100,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,189,,9.609999999999999,EUR,,UNIT,94,,189,
00600,3100310055,012498500,AR012498500,M ARENA EVOLUTION POCKET T-SHIRT,M ARENA EVOLUTION POCKET T-SHIRT,500,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,189,,9.609999999999999,EUR,,UNIT,94,,189,
00600,3100310055,012500100,AR012500100,M ARENA EVOLUTION POLOSHIRT WITH POCKET,M ARENA EVOLUTION POLOSHIRT WITH POCKET,100,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,339,,17.09,EUR,,UNIT,170,,339,
00600,3100310055,012500500,AR012500500,M ARENA EVOLUTION POLOSHIRT WITH POCKET,M ARENA EVOLUTION POLOSHIRT WITH POCKET,500,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,339,,17.09,EUR,,UNIT,170,,339,
