משפחה,ספק מועדף,מקט ספק פרמטר 4,מקט,תיאור פריט,תיאור פריט,צבע,מותג,דויזן,מגדר,עונה/שנה,עונה,מאפיין,ענף ספורט end use,רויאלטיז,מחלקה במחסן,מגה תת קבוצה,סרגל,,מחיר בסיס/מחיר צרכן קטלוגי,סוג חלוקה,מחיר קנייה EUR,קוד מטבע,תקן עלות ₪,קוד מיון אליטל,מחירון 1/סיטונאי קטלוגי,מחירון 2/סיטונאי נטו,מחירון 3/צרכן רשת,מחירון 4/ סיטונאי MGS
00603,3100310055,006444171,AR006444171,FUNDAMENTALS ARENA LOGO BOXER R,FUNDAMENTALS ARENA LOGO BOXER R,171,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,7.9,EUR,,UNIT,80,,159,
00603,3100310055,006444483,AR006444483,FUNDAMENTALS ARENA LOGO BOXER R,FUNDAMENTALS ARENA LOGO BOXER R,483,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,7.9,EUR,,UNIT,80,,159,
00603,3100310055,006444580,AR006444580,FUNDAMENTALS ARENA LOGO BOXER R,FUNDAMENTALS ARENA LOGO BOXER R,580,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,7.9,EUR,,UNIT,80,,159,
00603,3100310055,006444632,AR006444632,FUNDAMENTALS ARENA LOGO BOXER R,FUNDAMENTALS ARENA LOGO BOXER R,632,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,7.9,EUR,,UNIT,80,,159,
00603,3100310055,006444651,AR006444651,FUNDAMENTALS ARENA LOGO BOXER R,FUNDAMENTALS ARENA LOGO BOXER R,651,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,7.9,EUR,,UNIT,80,,159,
00603,3100310055,006444680,AR006444680,FUNDAMENTALS ARENA LOGO BOXER R,FUNDAMENTALS ARENA LOGO BOXER R,680,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,7.9,EUR,,UNIT,80,,159,
00603,3100310055,006444831,AR006444831,FUNDAMENTALS ARENA LOGO BOXER R,FUNDAMENTALS ARENA LOGO BOXER R,831,40029,12,31,SS27,SS,,SWIM,,UNIT,,74,,159,,7.9,EUR,,UNIT,80,,159,
00603,3100310055,006445511,AR006445511,BYWAYX YOUTH R,BYWAYX YOUTH R,511,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,109,,5.34,EUR,,UNIT,54,,109,
00603,3100310055,006445651,AR006445651,BYWAYX YOUTH R,BYWAYX YOUTH R,651,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,109,,5.34,EUR,,UNIT,54,,109,
00603,3100310055,006445680,AR006445680,BYWAYX YOUTH R,BYWAYX YOUTH R,680,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,109,,5.34,EUR,,UNIT,54,,109,
00603,3100310055,006445832,AR006445832,BYWAYX YOUTH R,BYWAYX YOUTH R,832,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,109,,5.34,EUR,,UNIT,54,,109,
00603,3100310055,006445872,AR006445872,BYWAYX YOUTH R,BYWAYX YOUTH R,872,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,109,,5.34,EUR,,UNIT,54,,109,
00603,3100310055,006445910,AR006445910,BYWAYX YOUTH R,BYWAYX YOUTH R,910,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,109,,5.34,EUR,,UNIT,54,,109,
00603,3100310055,006447330,AR006447330,BOYS' BEACH BOXER SOLID R,BOYS' BEACH BOXER SOLID R,330,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.7,EUR,,UNIT,44,,89,
00603,3100310055,006447483,AR006447483,BOYS' BEACH BOXER SOLID R,BOYS' BEACH BOXER SOLID R,483,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.7,EUR,,UNIT,44,,89,
00603,3100310055,006447511,AR006447511,BOYS' BEACH BOXER SOLID R,BOYS' BEACH BOXER SOLID R,511,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.7,EUR,,UNIT,44,,89,
00603,3100310055,006447611,AR006447611,BOYS' BEACH BOXER SOLID R,BOYS' BEACH BOXER SOLID R,611,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.7,EUR,,UNIT,44,,89,
00603,3100310055,006447641,AR006447641,BOYS' BEACH BOXER SOLID R,BOYS' BEACH BOXER SOLID R,641,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.7,EUR,,UNIT,44,,89,
00603,3100310055,006447651,AR006447651,BOYS' BEACH BOXER SOLID R,BOYS' BEACH BOXER SOLID R,651,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.7,EUR,,UNIT,44,,89,
00603,3100310055,006447782,AR006447782,BOYS' BEACH BOXER SOLID R,BOYS' BEACH BOXER SOLID R,782,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.7,EUR,,UNIT,44,,89,
00603,3100310055,006447810,AR006447810,BOYS' BEACH BOXER SOLID R,BOYS' BEACH BOXER SOLID R,810,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.7,EUR,,UNIT,44,,89,
00603,3100310055,006447872,AR006447872,BOYS' BEACH BOXER SOLID R,BOYS' BEACH BOXER SOLID R,872,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.7,EUR,,UNIT,44,,89,
00602,3100310055,006449107,AR006449107,SANTAMARIAS R,SANTAMARIAS R,107,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.41,EUR,,UNIT,64,,129,
00602,3100310055,006449155,AR006449155,SANTAMARIAS R,SANTAMARIAS R,155,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.41,EUR,,UNIT,64,,129,
00602,3100310055,006449306,AR006449306,SANTAMARIAS R,SANTAMARIAS R,306,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.41,EUR,,UNIT,64,,129,
00602,3100310055,006449360,AR006449360,SANTAMARIAS R,SANTAMARIAS R,360,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.41,EUR,,UNIT,64,,129,
00602,3100310055,006449401,AR006449401,SANTAMARIAS R,SANTAMARIAS R,401,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.41,EUR,,UNIT,64,,129,
00602,3100310055,006449455,AR006449455,SANTAMARIAS R,SANTAMARIAS R,455,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.41,EUR,,UNIT,64,,129,
00602,3100310055,006449501,AR006449501,SANTAMARIAS R,SANTAMARIAS R,501,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.41,EUR,,UNIT,64,,129,
00602,3100310055,006449508,AR006449508,SANTAMARIAS R,SANTAMARIAS R,508,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.41,EUR,,UNIT,64,,129,
00602,3100310055,006449608,AR006449608,SANTAMARIAS R,SANTAMARIAS R,608,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.41,EUR,,UNIT,64,,129,
00602,3100310055,006449640,AR006449640,SANTAMARIAS R,SANTAMARIAS R,640,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.41,EUR,,UNIT,64,,129,
00602,3100310055,006449650,AR006449650,SANTAMARIAS R,SANTAMARIAS R,650,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.41,EUR,,UNIT,64,,129,
00602,3100310055,006449651,AR006449651,SANTAMARIAS R,SANTAMARIAS R,651,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.41,EUR,,UNIT,64,,129,
00602,3100310055,006449701,AR006449701,SANTAMARIAS R,SANTAMARIAS R,701,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.41,EUR,,UNIT,64,,129,
00602,3100310055,006449770,AR006449770,SANTAMARIAS R,SANTAMARIAS R,770,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.41,EUR,,UNIT,64,,129,
00602,3100310055,006449781,AR006449781,SANTAMARIAS R,SANTAMARIAS R,781,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.41,EUR,,UNIT,64,,129,
00602,3100310055,006449804,AR006449804,SANTAMARIAS R,SANTAMARIAS R,804,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.41,EUR,,UNIT,64,,129,
00602,3100310055,006449820,AR006449820,SANTAMARIAS R,SANTAMARIAS R,820,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.41,EUR,,UNIT,64,,129,
00602,3100310055,006449861,AR006449861,SANTAMARIAS R,SANTAMARIAS R,861,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.41,EUR,,UNIT,64,,129,
00602,3100310055,006449905,AR006449905,SANTAMARIAS R,SANTAMARIAS R,905,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.41,EUR,,UNIT,64,,129,
00600,3100310055,006474500,AR006474500,W FINDING HL R,W FINDING HL R,500,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,259,,12.76,EUR,,UNIT,130,,259,
00600,3100310055,006474710,AR006474710,W FINDING HL R,W FINDING HL R,710,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,259,,12.76,EUR,,UNIT,130,,259,
00600,3100310055,006475500,AR006475500,G FINDING JR R,G FINDING JR R,500,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,169,,8.73,EUR,,UNIT,84,,169,
00600,3100310055,006475710,AR006475710,G FINDING JR R,G FINDING JR R,710,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,169,,8.73,EUR,,UNIT,84,,169,
00600,3100310055,006475890,AR006475890,G FINDING JR R,G FINDING JR R,890,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,169,,8.73,EUR,,UNIT,84,,169,
00603,3100310055,006476505,AR006476505,M BYOR EVO JAMMER R,M BYOR EVO JAMMER R,505,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,209,,10.3,EUR,,UNIT,104,,209,
00603,3100310055,006476508,AR006476508,M BYOR EVO JAMMER R,M BYOR EVO JAMMER R,508,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,209,,10.3,EUR,,UNIT,104,,209,
00600,3100310055,006480510,AR006480510,W VENUS COMBI R,W VENUS COMBI R,510,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,299,,15,EUR,,UNIT,150,,299,
00600,3100310055,006480580,AR006480580,W VENUS COMBI R,W VENUS COMBI R,580,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,299,,15,EUR,,UNIT,150,,299,
00600,3100310055,006481501,AR006481501,W KAORI COMBINAISON R,W KAORI COMBINAISON R,501,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,279,,13.88,EUR,,UNIT,140,,279,
00600,3100310055,006481588,AR006481588,W KAORI COMBINAISON R,W KAORI COMBINAISON R,588,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,279,,13.88,EUR,,UNIT,140,,279,
00600,3100310055,006481799,AR006481799,W KAORI COMBINAISON R,W KAORI COMBINAISON R,799,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,279,,13.88,EUR,,UNIT,140,,279,
00601,3100310055,006485400,AR006485400,W DYNAMO ONE PIECE R,W DYNAMO ONE PIECE R,400,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,159,,7.83,EUR,,UNIT,80,,159,
00601,3100310055,006485500,AR006485500,W DYNAMO ONE PIECE R,W DYNAMO ONE PIECE R,500,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,159,,7.83,EUR,,UNIT,80,,159,
00601,3100310055,006485650,AR006485650,W DYNAMO ONE PIECE R,W DYNAMO ONE PIECE R,650,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,159,,7.83,EUR,,UNIT,80,,159,
00601,3100310055,006485690,AR006485690,W DYNAMO ONE PIECE R,W DYNAMO ONE PIECE R,690,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,159,,7.83,EUR,,UNIT,80,,159,
00601,3100310055,006485700,AR006485700,W DYNAMO ONE PIECE R,W DYNAMO ONE PIECE R,700,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,159,,7.83,EUR,,UNIT,80,,159,
00601,3100310055,006485820,AR006485820,W DYNAMO ONE PIECE R,W DYNAMO ONE PIECE R,820,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,159,,7.83,EUR,,UNIT,80,,159,
00601,3100310055,006485980,AR006485980,W DYNAMO ONE PIECE R,W DYNAMO ONE PIECE R,980,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,159,,7.83,EUR,,UNIT,80,,159,
00602,3100310055,006489400,AR006489400,M DYNAMO SHORT R,M DYNAMO SHORT R,400,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.71,EUR,,UNIT,64,,129,
00602,3100310055,006489500,AR006489500,M DYNAMO SHORT R,M DYNAMO SHORT R,500,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.71,EUR,,UNIT,64,,129,
00602,3100310055,006489601,AR006489601,M DYNAMO SHORT R,M DYNAMO SHORT R,601,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.71,EUR,,UNIT,64,,129,
00602,3100310055,006489700,AR006489700,M DYNAMO SHORT R,M DYNAMO SHORT R,700,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.71,EUR,,UNIT,64,,129,
00602,3100310055,006489808,AR006489808,M DYNAMO SHORT R,M DYNAMO SHORT R,808,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.71,EUR,,UNIT,64,,129,
00602,3100310055,006489820,AR006489820,M DYNAMO SHORT R,M DYNAMO SHORT R,820,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,129,,6.71,EUR,,UNIT,64,,129,
00602,3100310055,006490400,AR006490400,M DYNAMO BRIEF R,M DYNAMO BRIEF R,400,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,109,,5.37,EUR,,UNIT,54,,109,
00602,3100310055,006490408,AR006490408,M DYNAMO BRIEF R,M DYNAMO BRIEF R,408,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,109,,5.37,EUR,,UNIT,54,,109,
00602,3100310055,006490500,AR006490500,M DYNAMO BRIEF R,M DYNAMO BRIEF R,500,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,109,,5.37,EUR,,UNIT,54,,109,
00602,3100310055,006490601,AR006490601,M DYNAMO BRIEF R,M DYNAMO BRIEF R,601,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,109,,5.37,EUR,,UNIT,54,,109,
00602,3100310055,006490700,AR006490700,M DYNAMO BRIEF R,M DYNAMO BRIEF R,700,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,109,,5.37,EUR,,UNIT,54,,109,
00602,3100310055,006490808,AR006490808,M DYNAMO BRIEF R,M DYNAMO BRIEF R,808,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,109,,5.37,EUR,,UNIT,54,,109,
00602,3100310055,006490820,AR006490820,M DYNAMO BRIEF R,M DYNAMO BRIEF R,820,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,109,,5.37,EUR,,UNIT,54,,109,
00602,3100310055,006491400,AR006491400,M DYNAMO 5.5CM BRIEF R,M DYNAMO 5.5CM BRIEF R,400,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,99,,4.92,EUR,,UNIT,50,,99,
00602,3100310055,006491500,AR006491500,M DYNAMO 5.5CM BRIEF R,M DYNAMO 5.5CM BRIEF R,500,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,99,,4.92,EUR,,UNIT,50,,99,
00602,3100310055,006491700,AR006491700,M DYNAMO 5.5CM BRIEF R,M DYNAMO 5.5CM BRIEF R,700,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,99,,4.92,EUR,,UNIT,50,,99,
00602,3100310055,006491820,AR006491820,M DYNAMO 5.5CM BRIEF R,M DYNAMO 5.5CM BRIEF R,820,40029,12,31,SS27,SS,,SWIM,,UNIT,,27,,99,,4.92,EUR,,UNIT,50,,99,
00605,3100310055,006494309,AR006494309,G DYNAMO JR ONE PIECE R,G DYNAMO JR ONE PIECE R,309,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,99,,5.15,EUR,,UNIT,50,,99,
00605,3100310055,006494400,AR006494400,G DYNAMO JR ONE PIECE R,G DYNAMO JR ONE PIECE R,400,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,99,,5.15,EUR,,UNIT,50,,99,
00605,3100310055,006494500,AR006494500,G DYNAMO JR ONE PIECE R,G DYNAMO JR ONE PIECE R,500,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,99,,5.15,EUR,,UNIT,50,,99,
00605,3100310055,006494700,AR006494700,G DYNAMO JR ONE PIECE R,G DYNAMO JR ONE PIECE R,700,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,99,,5.15,EUR,,UNIT,50,,99,
00605,3100310055,006494820,AR006494820,G DYNAMO JR ONE PIECE R,G DYNAMO JR ONE PIECE R,820,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,99,,5.15,EUR,,UNIT,50,,99,
00605,3100310055,006494880,AR006494880,G DYNAMO JR ONE PIECE R,G DYNAMO JR ONE PIECE R,880,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,99,,5.15,EUR,,UNIT,50,,99,
00605,3100310055,006494990,AR006494990,G DYNAMO JR ONE PIECE R,G DYNAMO JR ONE PIECE R,990,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,99,,5.15,EUR,,UNIT,50,,99,
00607,3100310055,006496507,AR006496507,B LOGO JR JAMMER R,B LOGO JR JAMMER R,507,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.49,EUR,,UNIT,64,,129,
00607,3100310055,006496704,AR006496704,B LOGO JR JAMMER R,B LOGO JR JAMMER R,704,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,129,,6.49,EUR,,UNIT,64,,129,
00602,3100310055,006501307,AR006501307,B DYNAMO JR SHORT R,B DYNAMO JR SHORT R,307,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.48,EUR,,UNIT,44,,89,
00602,3100310055,006501400,AR006501400,B DYNAMO JR SHORT R,B DYNAMO JR SHORT R,400,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.48,EUR,,UNIT,44,,89,
00602,3100310055,006501500,AR006501500,B DYNAMO JR SHORT R,B DYNAMO JR SHORT R,500,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.48,EUR,,UNIT,44,,89,
00602,3100310055,006501602,AR006501602,B DYNAMO JR SHORT R,B DYNAMO JR SHORT R,602,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.48,EUR,,UNIT,44,,89,
00602,3100310055,006501607,AR006501607,B DYNAMO JR SHORT R,B DYNAMO JR SHORT R,607,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.48,EUR,,UNIT,44,,89,
00602,3100310055,006501700,AR006501700,B DYNAMO JR SHORT R,B DYNAMO JR SHORT R,700,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.48,EUR,,UNIT,44,,89,
00602,3100310055,006501802,AR006501802,B DYNAMO JR SHORT R,B DYNAMO JR SHORT R,802,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,89,,4.48,EUR,,UNIT,44,,89,
00607,3100310055,006503307,AR006503307,B DYNAMO JR BRIEF R,B DYNAMO JR BRIEF R,307,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,69,,3.36,EUR,,UNIT,34,,69,
00607,3100310055,006503400,AR006503400,B DYNAMO JR BRIEF R,B DYNAMO JR BRIEF R,400,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,69,,3.36,EUR,,UNIT,34,,69,
00607,3100310055,006503500,AR006503500,B DYNAMO JR BRIEF R,B DYNAMO JR BRIEF R,500,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,69,,3.36,EUR,,UNIT,34,,69,
00607,3100310055,006503602,AR006503602,B DYNAMO JR BRIEF R,B DYNAMO JR BRIEF R,602,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,69,,3.36,EUR,,UNIT,34,,69,
00607,3100310055,006503607,AR006503607,B DYNAMO JR BRIEF R,B DYNAMO JR BRIEF R,607,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,69,,3.36,EUR,,UNIT,34,,69,
00607,3100310055,006503700,AR006503700,B DYNAMO JR BRIEF R,B DYNAMO JR BRIEF R,700,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,69,,3.36,EUR,,UNIT,34,,69,
00607,3100310055,006503802,AR006503802,B DYNAMO JR BRIEF R,B DYNAMO JR BRIEF R,802,40029,12,33,SS27,SS,,SWIM,,UNIT,,24,,69,,3.36,EUR,,UNIT,34,,69,
00601,3100310055,006522222,AR006522222,W JEWEL ONE PIECE R,W JEWEL ONE PIECE R,222,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,309,,15.67,EUR,,UNIT,154,,309,
00601,3100310055,006522501,AR006522501,W JEWEL ONE PIECE R,W JEWEL ONE PIECE R,501,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,309,,15.67,EUR,,UNIT,154,,309,
00601,3100310055,006522520,AR006522520,W JEWEL ONE PIECE R,W JEWEL ONE PIECE R,520,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,309,,15.67,EUR,,UNIT,154,,309,
00601,3100310055,006522677,AR006522677,W JEWEL ONE PIECE R,W JEWEL ONE PIECE R,677,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,309,,15.67,EUR,,UNIT,154,,309,
00601,3100310055,006523222,AR006523222,W JEWEL ONE PIECE LOW C CUP R,W JEWEL ONE PIECE LOW C CUP R,222,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,309,,15.67,EUR,,UNIT,154,,309,
00601,3100310055,006523501,AR006523501,W JEWEL ONE PIECE LOW C CUP R,W JEWEL ONE PIECE LOW C CUP R,501,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,309,,15.67,EUR,,UNIT,154,,309,
00601,3100310055,006523520,AR006523520,W JEWEL ONE PIECE LOW C CUP R,W JEWEL ONE PIECE LOW C CUP R,520,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,309,,15.67,EUR,,UNIT,154,,309,
00601,3100310055,006523677,AR006523677,W JEWEL ONE PIECE LOW C CUP R,W JEWEL ONE PIECE LOW C CUP R,677,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,309,,15.67,EUR,,UNIT,154,,309,
00601,3100310055,006525501,AR006525501,MAKIMURAX R,MAKIMURAX R,501,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,309,,15.67,EUR,,UNIT,154,,309,
00601,3100310055,006525520,AR006525520,MAKIMURAX R,MAKIMURAX R,520,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,309,,15.67,EUR,,UNIT,154,,309,
00601,3100310055,006525799,AR006525799,MAKIMURAX R,MAKIMURAX R,799,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,309,,15.67,EUR,,UNIT,154,,309,
00601,3100310055,006526501,AR006526501,W VERTIGO ONE PIECE R,W VERTIGO ONE PIECE R,501,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,309,,15.67,EUR,,UNIT,154,,309,
00601,3100310055,006526901,AR006526901,W VERTIGO ONE PIECE R,W VERTIGO ONE PIECE R,901,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,309,,15.67,EUR,,UNIT,154,,309,
00601,3100310055,006527501,AR006527501,W VERTIGO ONE PIECE C CUP R,W VERTIGO ONE PIECE C CUP R,501,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,309,,15.67,EUR,,UNIT,154,,309,
00601,3100310055,006527901,AR006527901,W VERTIGO ONE PIECE C CUP R,W VERTIGO ONE PIECE C CUP R,901,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,309,,15.67,EUR,,UNIT,154,,309,
00601,3100310055,006658200,AR006658200,W ARENA MESH PANELS SWIMSUIT VENT BACK,W ARENA MESH PANELS SWIMSUIT VENT BACK,200,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,309,,15.67,EUR,,UNIT,154,,309,
00601,3100310055,006658500,AR006658500,W ARENA MESH PANELS SWIMSUIT VENT BACK,W ARENA MESH PANELS SWIMSUIT VENT BACK,500,40029,12,32,SS27,SS,,SWIM,,UNIT,,23,,309,,15.67,EUR,,UNIT,154,,309,
00609,3100310055,006832100,AR006832100,AIR-BOLD SWIPE MIRROR,AIR-BOLD SWIPE MIRROR,100,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,229,,11.64,EUR,,UNIT,114,,229,
00611,3100310055,006834140,AR006834140,PULL KICK II,PULL KICK II,140,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,169,,8.279999999999999,EUR,,UNIT,84,,169,
00609,3100310055,006870103,AR006870103,COBRA EDGE SWIPE MR,COBRA EDGE SWIPE MR,103,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,449,,22.38,EUR,,UNIT,224,,449,
00609,3100310055,006870120,AR006870120,COBRA EDGE SWIPE MR,COBRA EDGE SWIPE MR,120,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,449,,22.38,EUR,,UNIT,224,,449,
00609,3100310055,006870130,AR006870130,COBRA EDGE SWIPE MR,COBRA EDGE SWIPE MR,130,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,449,,22.38,EUR,,UNIT,224,,449,
00609,3100310055,006870140,AR006870140,COBRA EDGE SWIPE MR,COBRA EDGE SWIPE MR,140,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,449,,22.38,EUR,,UNIT,224,,449,
00609,3100310055,006870150,AR006870150,COBRA EDGE SWIPE MR,COBRA EDGE SWIPE MR,150,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,449,,22.38,EUR,,UNIT,224,,449,
00609,3100310055,006870170,AR006870170,COBRA EDGE SWIPE MR,COBRA EDGE SWIPE MR,170,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,449,,22.38,EUR,,UNIT,224,,449,
00609,3100310055,006870190,AR006870190,COBRA EDGE SWIPE MR,COBRA EDGE SWIPE MR,190,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,449,,22.38,EUR,,UNIT,224,,449,
00609,3100310055,006871120,AR006871120,COBRA EDGE SWIPE,COBRA EDGE SWIPE,120,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,399,,20.14,EUR,,UNIT,200,,399,
00609,3100310055,006871130,AR006871130,COBRA EDGE SWIPE,COBRA EDGE SWIPE,130,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,399,,20.14,EUR,,UNIT,200,,399,
00609,3100310055,006871140,AR006871140,COBRA EDGE SWIPE,COBRA EDGE SWIPE,140,40029,14,30,SS27,SS,,SWIM,,UNIT,,1,,399,,20.14,EUR,,UNIT,200,,399,
00612,3100310055,006875100,AR006875100,MARCO BI,MARCO BI,100,40029,11,30,SS27,SS,,SWIM,,UNIT,,4,,159,,8.06,EUR,,UNIT,80,,159,
00612,3100310055,006875101,AR006875101,MARCO BI,MARCO BI,101,40029,11,30,SS27,SS,,SWIM,,UNIT,,4,,159,,8.06,EUR,,UNIT,80,,159,
00612,3100310055,006875102,AR006875102,MARCO BI,MARCO BI,102,40029,11,30,SS27,SS,,SWIM,,UNIT,,4,,159,,8.06,EUR,,UNIT,80,,159,
