SKU,Article,EAN,Style,Style Description,Colorway,Colorway Description,Segment,Product Type,Consumer Target,Sizes Overview,Size,Made-In,Taric,Collection Type,Carry Over,SWP EUR,RSP EUR
006442_330_M,006442330,3468337964445,006442,BYWAYX R,330,CARROT-ORANGE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_330_S,006442330,3468337964452,006442,BYWAYX R,330,CARROT-ORANGE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_330_XL,006442330,3468337964469,006442,BYWAYX R,330,CARROT-ORANGE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_330_XXL,006442330,3468337964476,006442,BYWAYX R,330,CARROT-ORANGE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_483_3XL,006442483,3468337964483,006442,BYWAYX R,483,INDIAN RED-WATER,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_483_L,006442483,3468337964490,006442,BYWAYX R,483,INDIAN RED-WATER,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",L,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_483_M,006442483,3468337964506,006442,BYWAYX R,483,INDIAN RED-WATER,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_483_S,006442483,3468337964513,006442,BYWAYX R,483,INDIAN RED-WATER,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_483_XL,006442483,3468337964520,006442,BYWAYX R,483,INDIAN RED-WATER,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_483_XXL,006442483,3468337964537,006442,BYWAYX R,483,INDIAN RED-WATER,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_511_3XL,006442511,3468337141044,006442,BYWAYX R,511,BLACK-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_511_L,006442511,3468337143857,006442,BYWAYX R,511,BLACK-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",L,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_511_M,006442511,3468337142621,006442,BYWAYX R,511,BLACK-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_511_S,006442511,3468337140948,006442,BYWAYX R,511,BLACK-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_511_XL,006442511,3468337143048,006442,BYWAYX R,511,BLACK-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_511_XXL,006442511,3468337144588,006442,BYWAYX R,511,BLACK-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_581_3XL,006442581,3468337733164,006442,BYWAYX R,581,ASPHALT-NEON BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_581_L,006442581,3468337733171,006442,BYWAYX R,581,ASPHALT-NEON BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",L,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_581_M,006442581,3468337733188,006442,BYWAYX R,581,ASPHALT-NEON BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_581_S,006442581,3468337733195,006442,BYWAYX R,581,ASPHALT-NEON BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_581_XL,006442581,3468337733201,006442,BYWAYX R,581,ASPHALT-NEON BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_581_XXL,006442581,3468337733218,006442,BYWAYX R,581,ASPHALT-NEON BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_610_3XL,006442610,3468337733225,006442,BYWAYX R,610,TEAM GREEN-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_610_L,006442610,3468337733232,006442,BYWAYX R,610,TEAM GREEN-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",L,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_610_M,006442610,3468337733249,006442,BYWAYX R,610,TEAM GREEN-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_610_S,006442610,3468337733256,006442,BYWAYX R,610,TEAM GREEN-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_610_XL,006442610,3468337733263,006442,BYWAYX R,610,TEAM GREEN-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_610_XXL,006442610,3468337733270,006442,BYWAYX R,610,TEAM GREEN-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_611_3XL,006442611,3468337964544,006442,BYWAYX R,611,SOFT GREEN-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_611_L,006442611,3468337964551,006442,BYWAYX R,611,SOFT GREEN-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",L,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_611_M,006442611,3468337964568,006442,BYWAYX R,611,SOFT GREEN-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_611_S,006442611,3468337964575,006442,BYWAYX R,611,SOFT GREEN-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_611_XL,006442611,3468337964582,006442,BYWAYX R,611,SOFT GREEN-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_611_XXL,006442611,3468337964599,006442,BYWAYX R,611,SOFT GREEN-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_641_3XL,006442641,3468337733287,006442,BYWAYX R,641,SAGE-RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_641_L,006442641,3468337733294,006442,BYWAYX R,641,SAGE-RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",L,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_641_M,006442641,3468337733300,006442,BYWAYX R,641,SAGE-RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_641_S,006442641,3468337733317,006442,BYWAYX R,641,SAGE-RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_641_XL,006442641,3468337733324,006442,BYWAYX R,641,SAGE-RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_641_XXL,006442641,3468337733331,006442,BYWAYX R,641,SAGE-RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_651_3XL,006442651,3468337964605,006442,BYWAYX R,651,LIMEADE-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_651_L,006442651,3468337964612,006442,BYWAYX R,651,LIMEADE-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",L,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_651_M,006442651,3468337964629,006442,BYWAYX R,651,LIMEADE-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_651_S,006442651,3468337964636,006442,BYWAYX R,651,LIMEADE-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_651_XL,006442651,3468337964643,006442,BYWAYX R,651,LIMEADE-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_651_XXL,006442651,3468337964650,006442,BYWAYX R,651,LIMEADE-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_680_3XL,006442680,3468337964667,006442,BYWAYX R,680,VERBENA-BLUE COSMO,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_680_L,006442680,3468337964674,006442,BYWAYX R,680,VERBENA-BLUE COSMO,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",L,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_680_M,006442680,3468337964681,006442,BYWAYX R,680,VERBENA-BLUE COSMO,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_680_S,006442680,3468337964698,006442,BYWAYX R,680,VERBENA-BLUE COSMO,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_680_XL,006442680,3468337964704,006442,BYWAYX R,680,VERBENA-BLUE COSMO,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_680_XXL,006442680,3468337964711,006442,BYWAYX R,680,VERBENA-BLUE COSMO,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_781_3XL,006442781,3468337142614,006442,BYWAYX R,781,NAVY-TURQUOISE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_781_L,006442781,3468337145455,006442,BYWAYX R,781,NAVY-TURQUOISE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",L,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_781_M,006442781,3468337144298,006442,BYWAYX R,781,NAVY-TURQUOISE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_781_S,006442781,3468337142522,006442,BYWAYX R,781,NAVY-TURQUOISE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_781_XL,006442781,3468337144649,006442,BYWAYX R,781,NAVY-TURQUOISE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_781_XXL,006442781,3468337140665,006442,BYWAYX R,781,NAVY-TURQUOISE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_811_3XL,006442811,3468337964728,006442,BYWAYX R,811,NEON BLUE-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_811_L,006442811,3468337964735,006442,BYWAYX R,811,NEON BLUE-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",L,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_811_M,006442811,3468337964742,006442,BYWAYX R,811,NEON BLUE-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_811_S,006442811,3468337964759,006442,BYWAYX R,811,NEON BLUE-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_811_XL,006442811,3468337964766,006442,BYWAYX R,811,NEON BLUE-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_811_XXL,006442811,3468337964773,006442,BYWAYX R,811,NEON BLUE-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_872_3XL,006442872,3468337733409,006442,BYWAYX R,872,TURQUOISE-NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_872_L,006442872,3468337733416,006442,BYWAYX R,872,TURQUOISE-NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",L,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_872_M,006442872,3468337733423,006442,BYWAYX R,872,TURQUOISE-NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_872_S,006442872,3468337733430,006442,BYWAYX R,872,TURQUOISE-NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_872_XL,006442872,3468337733447,006442,BYWAYX R,872,TURQUOISE-NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006442_872_XXL,006442872,3468337733454,006442,BYWAYX R,872,TURQUOISE-NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_170_3XL,006443170,3468337143901,006443,FUNDAMENTALS BOXER R,170,WHITE-NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_170_L,006443170,3468337140801,006443,FUNDAMENTALS BOXER R,170,WHITE-NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",L,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_170_M,006443170,3468337145103,006443,FUNDAMENTALS BOXER R,170,WHITE-NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_170_S,006443170,3468337143437,006443,FUNDAMENTALS BOXER R,170,WHITE-NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_170_XL,006443170,3468337142560,006443,FUNDAMENTALS BOXER R,170,WHITE-NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_170_XXL,006443170,3468337141921,006443,FUNDAMENTALS BOXER R,170,WHITE-NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_330_3XL,006443330,3468337970767,006443,FUNDAMENTALS BOXER R,330,CARROT-ORANGE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_330_L,006443330,3468337970774,006443,FUNDAMENTALS BOXER R,330,CARROT-ORANGE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",L,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_330_M,006443330,3468337970781,006443,FUNDAMENTALS BOXER R,330,CARROT-ORANGE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_330_S,006443330,3468337970798,006443,FUNDAMENTALS BOXER R,330,CARROT-ORANGE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_330_XL,006443330,3468337970804,006443,FUNDAMENTALS BOXER R,330,CARROT-ORANGE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_330_XXL,006443330,3468337970811,006443,FUNDAMENTALS BOXER R,330,CARROT-ORANGE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_483_3XL,006443483,3468337970828,006443,FUNDAMENTALS BOXER R,483,INDIAN RED-WATER,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_483_L,006443483,3468337970835,006443,FUNDAMENTALS BOXER R,483,INDIAN RED-WATER,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",L,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_483_M,006443483,3468337970842,006443,FUNDAMENTALS BOXER R,483,INDIAN RED-WATER,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_483_S,006443483,3468337970859,006443,FUNDAMENTALS BOXER R,483,INDIAN RED-WATER,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_483_XL,006443483,3468337970866,006443,FUNDAMENTALS BOXER R,483,INDIAN RED-WATER,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_483_XXL,006443483,3468337970873,006443,FUNDAMENTALS BOXER R,483,INDIAN RED-WATER,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_511_3XL,006443511,3468337142782,006443,FUNDAMENTALS BOXER R,511,BLACK-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_511_L,006443511,3468337145202,006443,FUNDAMENTALS BOXER R,511,BLACK-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",L,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_511_M,006443511,3468337144045,006443,FUNDAMENTALS BOXER R,511,BLACK-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_511_S,006443511,3468337142317,006443,FUNDAMENTALS BOXER R,511,BLACK-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_511_XL,006443511,3468337141464,006443,FUNDAMENTALS BOXER R,511,BLACK-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_511_XXL,006443511,3468337140733,006443,FUNDAMENTALS BOXER R,511,BLACK-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_581_3XL,006443581,3468337733584,006443,FUNDAMENTALS BOXER R,581,ASPHALT-NEON BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_581_L,006443581,3468337733591,006443,FUNDAMENTALS BOXER R,581,ASPHALT-NEON BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",L,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_581_M,006443581,3468337733607,006443,FUNDAMENTALS BOXER R,581,ASPHALT-NEON BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_581_S,006443581,3468337733614,006443,FUNDAMENTALS BOXER R,581,ASPHALT-NEON BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_581_XL,006443581,3468337733621,006443,FUNDAMENTALS BOXER R,581,ASPHALT-NEON BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_581_XXL,006443581,3468337733638,006443,FUNDAMENTALS BOXER R,581,ASPHALT-NEON BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_610_3XL,006443610,3468337733645,006443,FUNDAMENTALS BOXER R,610,TEAM GREEN-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_610_L,006443610,3468337733652,006443,FUNDAMENTALS BOXER R,610,TEAM GREEN-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",L,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_610_M,006443610,3468337733669,006443,FUNDAMENTALS BOXER R,610,TEAM GREEN-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_610_S,006443610,3468337733676,006443,FUNDAMENTALS BOXER R,610,TEAM GREEN-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_610_XL,006443610,3468337733683,006443,FUNDAMENTALS BOXER R,610,TEAM GREEN-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_610_XXL,006443610,3468337733690,006443,FUNDAMENTALS BOXER R,610,TEAM GREEN-WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_611_3XL,006443611,3468337970880,006443,FUNDAMENTALS BOXER R,611,SOFT GREEN-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_611_L,006443611,3468337970897,006443,FUNDAMENTALS BOXER R,611,SOFT GREEN-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",L,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_611_M,006443611,3468337970903,006443,FUNDAMENTALS BOXER R,611,SOFT GREEN-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_611_S,006443611,3468337970910,006443,FUNDAMENTALS BOXER R,611,SOFT GREEN-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_611_XL,006443611,3468337970927,006443,FUNDAMENTALS BOXER R,611,SOFT GREEN-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_611_XXL,006443611,3468337970934,006443,FUNDAMENTALS BOXER R,611,SOFT GREEN-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_641_3XL,006443641,3468337733706,006443,FUNDAMENTALS BOXER R,641,SAGE-RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_641_L,006443641,3468337733713,006443,FUNDAMENTALS BOXER R,641,SAGE-RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",L,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_641_M,006443641,3468337733720,006443,FUNDAMENTALS BOXER R,641,SAGE-RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_641_S,006443641,3468337733737,006443,FUNDAMENTALS BOXER R,641,SAGE-RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_641_XL,006443641,3468337733744,006443,FUNDAMENTALS BOXER R,641,SAGE-RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_641_XXL,006443641,3468337733751,006443,FUNDAMENTALS BOXER R,641,SAGE-RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_651_3XL,006443651,3468337970941,006443,FUNDAMENTALS BOXER R,651,LIMEADE-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_651_L,006443651,3468337970958,006443,FUNDAMENTALS BOXER R,651,LIMEADE-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",L,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_651_M,006443651,3468337970965,006443,FUNDAMENTALS BOXER R,651,LIMEADE-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",M,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_651_S,006443651,3468337970972,006443,FUNDAMENTALS BOXER R,651,LIMEADE-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",S,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_651_XL,006443651,3468337970989,006443,FUNDAMENTALS BOXER R,651,LIMEADE-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_651_XXL,006443651,3468337970996,006443,FUNDAMENTALS BOXER R,651,LIMEADE-BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",XXL,Ethiopia/China,6211110000,Global,Y,14.54545,32
006443_680_3XL,006443680,3468337971009,006443,FUNDAMENTALS BOXER R,680,VERBENA-BLUE COSMO,Swimwear,Beach Short,Man,"S, M, L, XL, XXL, 3XL",3XL,Ethiopia/China,6211110000,Global,Y,14.54545,32
